Entry	Organism (ID)	InterPro	Pfam	Protein names
A0A9N7Z8H5	8262	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9N7Z900	8262	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9N7ZEL1	8262	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9N8PYY6	689277	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9N8PZI9	689277	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N8Q144	689277	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9MEN1	467358	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9MI29	467358	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9MIT2	467358	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9MM11	467358	IPR008472;IPR050975;IPR045860;	PF05444;	DUF753 domain-containing protein
A0A9N9MN37	467358	IPR045860;		Uncharacterized protein
A0A9N9MP80	467358	IPR045860;		Secreted protein
A0A9N9MPK4	467358	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9MPR0	467358	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9MQP3	467358	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9N9MUQ3	467358	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9N9MV73	467358	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9MVL9	467358	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A9N9MXS1	467358	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9N1D4	40085	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A9N9QAX1	467358	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A9N9QE40	467358	IPR045860;	PF16975;	Uncharacterized protein
A0A9N9QLB3	467358	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9QNX8	467358	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9N9QP33	467358	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9N9QT09	40085	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9QUN5	40085	IPR045860;		Uncharacterized protein
A0A9N9QYZ0	40085	IPR045860;		Uncharacterized protein
A0A9N9R5D1	40085	IPR031424;	PF17064;	Protein sleepless
A0A9N9R7V0	40085	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9R7Z3	40085	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9RF77	40085	IPR045860;		Uncharacterized protein
A0A9N9RIA4	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9RIA5	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9RK42	315576	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9RKG7	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9RR36	315576	IPR045860;		Uncharacterized protein
A0A9N9RRF8	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9RS76	315576	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9RSN5	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9RV03	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9RVZ2	315576	IPR031424;	PF17064;	Protein sleepless
A0A9N9RXC6	315576	IPR045860;		Uncharacterized protein
A0A9N9RZ24	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9S347	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9S5K3	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9S7I2	315576	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9S879	315576	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A9N9SCS8	80249	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9N9SDS8	80249	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9SFL3	80249	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A9N9SNG0	80249	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9SRP2	107213	IPR050975;IPR045860;		Protein sleepless
A0A9N9T409	107213	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9THP8	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9TIH4	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9TJM4	444603	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A9N9TKF9	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9TLN6	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9TNX4	444603	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9TP94	444603	IPR045860;		Uncharacterized protein
A0A9N9TSD8	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9TTF6	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9TUU1	444603	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9TV80	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9TVK4	444603	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9TW70	444603	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9TXD8	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9TXF0	444603	IPR045860;		Protein sleepless
A0A9N9TXK1	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9WBD3	40085	IPR045860;		Uncharacterized protein
A0A9N9WC54	40085	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9WDK9	40085	IPR031424;	PF17064;	Uncharacterized protein
A0A9N9WDL0	40085	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9WDU4	40085	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9WEI9	40085	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9WER7	40085	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9WFN3	40085	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9WR05	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9WRS2	315576	IPR045860;		Uncharacterized protein
A0A9N9WRV6	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9WSA4	315576	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9WWP9	315576	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9WYV7	315576	IPR045860;		Protein quiver
A0A9N9X1J6	80249	IPR045860;		Uncharacterized protein
A0A9N9X1T9	80249	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9X8Q3	107213	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9N9XEU5	107213	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9XJ47	107213	IPR031424;	PF17064;	Protein quiver
A0A9N9XLR5	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9XLT3	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9XQB6	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9XRK8	444603	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9N9XX57	444603	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0A6K1	7038	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0AA99	7038	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0ACV3	7038	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0AEQ5	7038	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0AF79	7038	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0AG36	7038	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0AHI4	7038	IPR031424;	PF17064;	Protein sleepless
A0A9P0AI60	7038	IPR045860;		Uncharacterized protein
A0A9P0AMP3	1431903	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0AUN9	1431903	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9P0AW46	1431903	IPR039457;IPR045860;	PF16975;	Uncharacterized protein
A0A9P0B5X1	1431903	IPR045860;		Uncharacterized protein
A0A9P0BAR6	1431903	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0BDT4	1431903	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0BFN3	1431903	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0BG73	1431903	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0BIV3	1431903	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0BJR1	1431903	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0BND9	689277	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9P0BR30	689277	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0BUR0	689277	IPR045860;		Uncharacterized protein
A0A9P0BXH1	689277	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0BYD5	689277	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9P0CBC9	7038	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0CC75	40085	IPR045860;		Uncharacterized protein
A0A9P0CCG7	7038	IPR031424;	PF17064;	Protein sleepless
A0A9P0CCR7	2598218	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0CEX3	2598218	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A9P0CF17	2598218	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9P0CFW5	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0CKC3	2598218	IPR031424;	PF17064;	UPAR/Ly6 domain-containing protein
A0A9P0CND8	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0CNE1	2598218	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0CNE8	2598218	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A9P0CRB0	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0CUJ6	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0CUQ1	2598218	IPR031424;	PF17064;	Protein sleepless
A0A9P0CUW1	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0CXC0	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0CXN3	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0D0Y8	2598218	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9P0D7J6	80249	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0D8C9	80249	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0D8L1	80249	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A9P0DCN7	80249	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0DE14	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0DHH0	80249	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0DJH0	467358	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0DM67	80249	IPR039457;IPR045860;	PF16975;	Uncharacterized protein
A0A9P0DW99	107213	IPR045860;		Protein quiver
A0A9P0E2P2	107213	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P0EAK7	85310	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0EYJ3	7038	IPR051110;IPR045860;		Uncharacterized protein
A0A9P0F465	7038	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0F641	7038	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0F6N6	7038	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0FFN9	1431903	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0FMP8	1431903	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A9P0FN86	1431903	IPR031424;IPR045860;	PF17064;	Transmembrane protein
A0A9P0FNJ1	1431903	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0FPR2	1431903	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0FS42	1431903	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A9P0FTL8	689277	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9P0FU44	689277	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0FUT1	689277	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9P0FVV6	689277	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0FZQ7	689277	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A9P0G1P5	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0G1S3	40085	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0G3E1	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0G9Z1	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0GEK6	2598218	IPR045860;		Uncharacterized protein
A0A9P0GGL2	2598218	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0GIB7	2598218	IPR045860;		Sodefrin-like factor
A0A9P0GIP3	2598218	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0GQS0	80249	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0GQS3	444603	IPR039457;IPR045860;	PF16975;	Uncharacterized protein
A0A9P0GR95	80249	IPR045860;		Uncharacterized protein
A0A9P0HEC7	85310	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0HPG2	85310	IPR031424;IPR050975;IPR045860;	PF17064;	Neuropeptide
A0A9P0HRV4	85310	IPR039457;IPR045860;	PF16975;	Neuropeptide
A0A9P0HT06	7109	IPR031424;	PF17064;	Protein sleepless
A0A9P0HWK7	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0HWP2	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0I3G1	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0I3G9	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0I438	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0I4D2	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0I552	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0I9U4	7109	IPR031424;	PF17064;	Protein sleepless
A0A9P0IG91	7109	IPR045860;		Uncharacterized protein
A0A9P0IHE0	7109	IPR045860;		Uncharacterized protein
A0A9P0III1	7109	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A9P0IL83	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0IUN9	80765	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0IWH2	315576	IPR045860;		Uncharacterized protein
A0A9P0IXQ0	80765	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0J127	80765	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0J1S8	80765	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0J463	80765	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9P0J4W6	80765	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0JBK6	80765	IPR031424;	PF17064;	Protein sleepless
A0A9P0JBP4	80765	IPR045860;		Uncharacterized protein
A0A9P0JGV2	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0JIQ6	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0JJ60	200917	IPR050975;IPR045860;		Uncharacterized protein
A0A9P0JJI4	200917	IPR031424;	PF17064;	Protein sleepless
A0A9P0JKT6	200917	IPR050975;IPR045860;		Protein sleepless
A0A9P0JQD5	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0JXK5	200917	IPR045860;		Uncharacterized protein
A0A9P0KB90	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0KKC6	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0KM25	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0KX92	200917	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0L6N0	200917	IPR016054;IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P0LHQ8	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0LI66	200917	IPR045860;		Protein sleepless
A0A9P0LJG9	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0LJX0	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0LKI7	200917	IPR050975;IPR045860;		Protein quiver
A0A9P0LL96	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0LQ09	200917	IPR045860;		Uncharacterized protein
A0A9P0LT91	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0LU14	200917	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9P0MGS3	200917	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A9P0MLH1	85310	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0MWK0	85310	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0MZR5	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0N1T1	7109	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0N619	7109	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0NBC4	7109	IPR045860;		Protein quiver
A0A9P0NCZ8	80765	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0NFE2	80765	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0NFK8	80765	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A9P0NHS3	80765	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0NQD7	80765	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0NRZ3	200917	IPR039457;IPR045860;	PF16975;	Uncharacterized protein
A0A9P0NU76	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0NU80	80765	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A9P0NU81	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0NYC0	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0P1B4	200917	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0P230	200917	IPR045860;		Uncharacterized protein
A0A9P0P5Q2	200917	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0P6C9	200917	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0P7T4	200917	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0P8I9	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0PPF3	200917	IPR031424;	PF17064;	Protein sleepless
A0A9P0PZY7	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0Q6G8	200917	IPR045860;		Uncharacterized protein
A0A9P0Q7H5	200917	IPR045860;		Uncharacterized protein
A0A9P0QA76	200917	IPR045860;		Uncharacterized protein
A0A9P0QAN6	200917	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A9P0T187	7116	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0T8M5	7116	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0TAH2	7116	IPR031424;	PF17064;	Protein sleepless
A0A9P0TDE7	7116	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0TJF4	7116	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P0TJV8	7116	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0TMX8	7116	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P0TWQ4	7116	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P0VSU3	200917	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0X4P1	7116	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0XBJ3	7116	IPR045860;		Uncharacterized protein
A0A9P0XCL3	7116	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0XCT4	7116	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0XCT8	7116	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0XE68	7116	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P0XIM3	7116	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1AC63	2970133	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9P1ACF6	2970133	IPR016054;		UPAR/Ly6 domain-containing protein
A0A9P1ACQ7	2970133	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1AN64	2970133	IPR031424;	PF17064;	UPAR/Ly6 domain-containing protein
A0A9P1APM9	2970133	IPR045860;		Uncharacterized protein
A0A9P1ASC2	2970133	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1ASU3	2970133	IPR045860;		Uncharacterized protein
A0A9P1AT28	2970133	IPR045860;		Uncharacterized protein
A0A9P1AUW2	2970133	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1AVQ3	2970133	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1AWZ3	2970133	IPR045860;		Activin types I and II receptor domain-containing protein
A0A9P1AZV0	2970133	IPR031424;IPR050975;	PF17064;	UPAR/Ly6 domain-containing protein
A0A9P1ESE8	2970133	IPR045860;		Activin_recp domain-containing protein
A0A9P1ESN9	2970133	IPR045860;		Activin types I and II receptor domain-containing protein
A0A9P1EWN0	2970133	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9P1F1M2	2970133	IPR045860;		Activin types I and II receptor domain-containing protein
A0A9P1F1Q3	2970133	IPR045860;		Activin types I and II receptor domain-containing protein
A0A9P1HD09	2878363	IPR045860;		Uncharacterized protein
A0A9P1HEZ3	2878363	IPR045860;		Activin_recp domain-containing protein
A0A9P1HH40	2878363	IPR045860;		Protein sleepless
A0A9P1HIY3	2878363	IPR045860;		Uncharacterized protein
A0A9P1HKR6	2878363	IPR031424;	PF17064;	Protein quiver
A0A9P1HP15	2878363	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A9P1HP75	2878363	IPR045860;		Activin_recp domain-containing protein
A0A9P1HRW4	2878363	IPR045860;		Uncharacterized protein
A0A9P1HT79	2878363	IPR045860;		Uncharacterized protein
A0A9P1HTJ1	2878363	IPR045860;		Uncharacterized protein
A0A9P1HZG0	2878363	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1I1B3	2878363	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P1I7J2	860376	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9P1IJC6	860376	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9P1IMS2	860376	IPR045860;		Activin types I and II receptor domain-containing protein
A0A9P1IVJ9	860376	IPR045860;		Protein quiver
A0A9P1IXK8	860376	IPR045860;		Activin_recp domain-containing protein
A0A9P1IY16	860376	IPR045860;	PF16975;	UPAR/Ly6 domain-containing protein
A0A9P1IY25	860376	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1IYJ0	860376	IPR031424;	PF17064;	Protein sleepless
A0A9P1J1R9	860376	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1J4X6	860376	IPR045860;		Activin_recp domain-containing protein
A0A9P1J5Q0	860376	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1MHM6	2878363	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9P1MJ01	2878363	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P1MLH7	2878363	IPR045860;		Uncharacterized protein
A0A9P1MLS2	2878363	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9P1MMA3	2878363	IPR045860;		Uncharacterized protein
A0A9P1MNF0	2878363	IPR045860;		Uncharacterized protein
A0A9P1MNZ8	2878363	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P1MPX9	2878363	IPR045860;		Uncharacterized protein
A0A9P1MQ39	2878363	IPR031424;	PF17064;	Protein sleepless
A0A9P1MQJ1	2878363	IPR045860;		Uncharacterized protein
A0A9P1MSC1	2878363	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1MT43	860376	IPR045860;		Activin types I and II receptor domain-containing protein
A0A9P1MTJ7	860376	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1MXI2	860376	IPR016054;		UPAR/Ly6 domain-containing protein
A0A9P1N1W3	860376	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1N4Q5	860376	IPR045860;		Uncharacterized protein
A0A9P1N5J7	860376	IPR045860;		Uncharacterized protein
A0A9P1N768	860376	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P1N9A1	860376	IPR031424;	PF17064;	Protein quiver
A0A9P1N9S6	860376	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P9YDL4	103775	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9P9YIW5	103775	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P9YT80	103775	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9P9YTN8	103775	IPR031424;	PF17064;	Protein sleepless
A0A9P9YU42	103775	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P9YU47	103775	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9P9YV34	103775	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0BIF6	103775	IPR031424;	PF17064;	Protein sleepless
A0A9Q0BKI0	103775	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A9Q0BRA8	103775	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0BRX1	103775	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0BSK2	103775	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0BWH5	103775	IPR045860;		Snake toxin/toxin-like domain-containing protein
A0A9Q0DRE4	630683	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A9Q0DW14	630683	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q0EFP4	630683	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9Q0EJ15	630683	IPR050918;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9Q0EJC9	630683	IPR045860;		Uncharacterized protein
A0A9Q0EK96	630683	IPR045860;IPR046354;		UPAR/Ly6 domain-containing protein
A0A9Q0EN14	630683	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9Q0EQF1	630683	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
