identifier,group
A0A8B8VNU0_IPR045860_1_12-62,Ly6
A0A8C8JP42_IPR045860_1_5-83,none
A0A8D2JIH4_IPR045860_1_26-76,Ly6
A0A8I5YPA3_IPR045860_1_25-84,none
A0A914JTL9_IPR045860_1_20-78,none
A0A914X1Q0_IPR045860_1_27-104,none
A0A9D4LPP4_IPR045860_1_28-113,mixture
A0A9Q1GA89_IPR045860_1_6-77,mixture
A0A9W9ZP78_IPR045860_1_86-175,none
A0AA36GTX8_IPR045860_1_13-103,none
A0AA36MAJ4_IPR045860_1_38-92,none
A0AAD9R5Z8_IPR045860_1_15-88,none
A0AAE0VEQ6_IPR045860_1_404-482,none
A0AAU9WM84_IPR045860_1_19-113,none
A0AAV2TU50_IPR045860_1_16-81,none
A0AAV6Z364_IPR045860_1_1-75,mixture
A0ABD3UYT6_IPR045860_1_10-74,none
F6XPQ3_IPR045860_1_63-135,none
T1ILG0_IPR045860_1_12-69,none
V4CRU8_IPR045860_1_45-107,none
A0A1U7QU12_IPR042339_1_1-96,mixture
A0A484GQ91_IPR042339_1_41-118,none
A0A2T7NKQ0_IPR045860_1_26-95,none
A0A4U5PHI3_IPR045860_1_21-97,none
A0A674J9W8_IPR045860_1_18-67,mixture
A0A814M5N4_IPR045860_1_15-93,none
A0A7G3AGZ0_IPR045860_1_4-85,none
A0A7I8VIA7_IPR045860_1_60-153,none
A0A7M7L7E2_IPR045860_2_145-210,none
A0A821DEK8_IPR045860_1_13-92,mixture
A0A9W9Y813_IPR045860_1_3-81,none
A0AA35VVV8_IPR045860_1_89-139,Ly6
A0AAD1W705_IPR045860_1_52-101,Ly6
A0AAD9NIP8_IPR045860_1_2-77,none
A0AAE0VXI9_IPR045860_1_9-102,mixture
A0AAJ7SM78_IPR045860_1_2-56,none
A0AAN8I461_IPR045860_1_1-58,Ly6
A0A0A0QUX4_IPR045860_1_18-69,none
A0A0N5AVA4_IPR045860_1_18-110,Ly6
A0A1I7Y7B6_IPR045860_1_22-95,mixture
A0A1X7VMF3_IPR045860_1_25-96,none
A0A267FE13_IPR045860_1_77-159,none
A0A401RYL5_IPR016054_1_20-108,mixture
A0A6P7WY53_IPR045860_2_20-94,none
A0A8B6HFD7_IPR016054_2_206-301,mixture
A0A8C3TZZ5_IPR045860_1_29-94,none
A0A914SCK2_IPR045860_1_15-108,mixture
A0A8C7AE63_IPR045860_2_121-207,mostly_Ly6
A0A9D3PHI6_IPR045860_1_19-108,mixture
A0A9Q0X862_IPR045860_3_250-332,Ly6
A0AA35PAI4_IPR045860_1_60-147,mixture
A0A9N9TL37_IPR031424_1_20-93,none
A0A9P0CKC3_IPR031424_1_24-121,mixture
A0AAE9ECB9_IPR031424_1_30-169,mixture
A0AAW1UZC9_IPR031424_1_19-128,none
V4AFQ7_IPR031424_1_44-125,none
A0A9W2X6I2_IPR051445_1_47-112,mixture
A0A067RRM3_IPR045860_1_1-78,none
A0A5F4WEP0_IPR045860_1_159-273,mixture
A0A672L629_IPR045860_1_11-92,none
A0A6J8DGY3_IPR045860_1_75-168,none
A0A8C5PT57_IPR045860_1_33-104,mixture
A0A556TW63_IPR045860_1_16-69,none
A0A671UC21_IPR045860_1_10-75,none
A0A6S7G4S7_IPR045860_1_1-75,none
A0A8B6D8I8_IPR045860_1_15-110,none
A0A8C5TTS8_IPR045860_1_30-112,none
A0A8J1U7F8_IPR045860_1_24-113,mixture
A0A8J6E8Q3_IPR045860_2_62-127,Ly6
A0A8S1HML4_IPR045860_1_31-115,mostly_Ly6
A0AAV8VRB0_IPR031424_1_21-101,mixture
A1Z8Y5_IPR031424_1_26-123,mixture
A0AAV2PG25_IPR045860_1_44-99,none
A0AAV5VD69_IPR045860_1_14-86,none
A0AAV6UAT7_IPR045860_1_25-84,mixture
E0W218_IPR045860_1_19-88,none
A0A8S2KJM8_IPR031424_1_23-88,none
A0AAD8EMJ0_IPR031424_1_22-136,mixture
B4G719_IPR031424_1_24-125,mixture
E9H2D7_IPR031424_1_24-151,mixture
A0A016U7J7_IPR045860_1_34-87,none
A0A0C2NE02_IPR045860_1_3-88,none
A0A814D4D4_IPR045860_1_40-103,none
A0A814NNU2_IPR045860_1_23-125,Quiver
A0A834R8A3_IPR045860_1_1-102,none
A0A8B7DGG4_IPR045860_1_44-134,none
A0A1W0W9F2_IPR045860_1_295-354,none
A0A1X7VRX7_IPR045860_1_130-204,none
A0A210QMG5_IPR045860_1_21-111,mixture
