identifier,protein_display_name,functional_group,is_transmembrane,is_helix,is_beta,has_signal,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order,family,genus,species,organism_id
S7P701,Ly6/PLAUR domain-containing protein 6,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis brandtii,109478.0
S7P7P9,Lymphocyte antigen 6 complex locus protein G6c,,,,,,PF00021;,IPR039237,LY6G6C,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis brandtii,109478.0
S7PM15,Testis-expressed protein 101,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Chiroptera,Vespertilionidae,Myotis,Myotis brandtii,109478.0
T1D554,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Culicidae,Psorophora,Psorophora albipes,869069.0
T1D5A2,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Culicidae,Psorophora,Psorophora albipes,869069.0
T1DH23,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Culicidae,Anopheles,Anopheles aquasalis,42839.0
T1DN33,Putative plasma membrane protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Culicidae,Anopheles,Anopheles aquasalis,42839.0
T1DNJ2,CD59 glycoprotein-like protein,,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Viperidae,Crotalus,Crotalus horridus,35024.0
T1EFF7,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1EVR2,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1F491,DUF753 domain-containing protein,,,,,,PF05444;,IPR045860,Snake_toxin-like_sf,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1F5G7,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1F6S7,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1F9Z2,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1FAZ3,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1FB38,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1FBT4,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1FMP9,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1FTA0,Activin types I and II receptor domain-containing protein,,,,,,PF17064;,IPR031424,QVR-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1FUF5,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1FZ26,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1G9H2,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Annelida,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,6412.0
T1GBA5,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Phoridae,Megaselia,Megaselia scalaris,36166.0
T1GCJ9,Snake toxin/toxin-like domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Phoridae,Megaselia,Megaselia scalaris,36166.0
T1GCM6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Phoridae,Megaselia,Megaselia scalaris,36166.0
T1GHF9,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Phoridae,Megaselia,Megaselia scalaris,36166.0
T1GI96,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Phoridae,Megaselia,Megaselia scalaris,36166.0
T1GQL7,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Phoridae,Megaselia,Megaselia scalaris,36166.0
T1GSV7,Snake toxin/toxin-like domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Phoridae,Megaselia,Megaselia scalaris,36166.0
T1H667,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Phoridae,Megaselia,Megaselia scalaris,36166.0
T1HC87,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Reduviidae,Rhodnius,Rhodnius prolixus,13249.0
T1HRF9,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Reduviidae,Rhodnius,Rhodnius prolixus,13249.0
T1I2D3,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Reduviidae,Rhodnius,Rhodnius prolixus,13249.0
T1IFT4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Reduviidae,Rhodnius,Rhodnius prolixus,13249.0
T1IL06,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1ILG0,Protein sleepless,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1IU22,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1IWU0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1IWU1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1IWU5,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1J6C3,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1J7G8,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1JCK1,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1JCK2,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1JCK3,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1JCL0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1JCL3,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1JIA1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1JLK0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima,126957.0
T1JQ64,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1JS24,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1JV53,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1JY73,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1JYR4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1K5F8,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1K870,Protein quiver,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1K9J4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1KBG2,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1KFV2,Protein sleepless,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1KK68,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1KRZ1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1KTB6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1KTI3,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1KYL9,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1KYZ0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,32264.0
T1P8B7,Protein quiver isoform X1,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Muscidae,Musca,Musca domestica,7370.0
T1PFJ1,Activin types 1 and 2 receptor protein (Uncharacterized protein LOC101888115),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Muscidae,Musca,Musca domestica,7370.0
T1PFZ6,Activin types 1 and 2 receptor protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Muscidae,Musca,Musca domestica,7370.0
U3EPI1,Long chain neurotoxin 3,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3EPK7,Three-finger toxin 10a (Three-finger toxin 6),,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3EPL9,Three-finger toxin 2a (Three-finger toxin 2b) (Three-finger toxin 2c) (Three-finger toxin 6b),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3EPM4,Three-finger toxin 11c (Three-finger toxin 1b) (Three-finger toxin 1d),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3EPM9,Three-finger toxin 12 (Three-finger toxin 7),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3F5B5,Long chain neurotoxin 1a,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3F5D3,Three-finger toxin 7,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3F5E1,Three-finger toxin 2d,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3F5E9,Three-finger toxin 13 (Three-finger toxin 5),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3F7R0,Lymphocyte antigen 6E,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FAB7,Long chain neurotoxin 7,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FAC0,Long chain neurotoxin 2,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FAD8,Three-finger toxin 5b,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FAE7,Three-finger toxin 11b (Three-finger toxin 1a) (Three-finger toxin 1c),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FAF0,Three-finger toxin 11,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FFR1,Lymphocyte antigen 6 complex locus protein G5b,,,,,,PF00021;,IPR038773,LY6G5B,Chordata,Primates,Cebidae,Callithrix,Callithrix jacchus,9483.0
U3FVG5,Long chain neurotoxin 5,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FVG7,Long chain neurotoxin 1b,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FVH6,Three-finger toxin 2 (Three-finger toxin 8),Plesiotypic,,,,,PF00087;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FVH8,Three-finger toxin 4a (Three-finger toxin 4b) (Three-finger toxin 8a) (Three-finger toxin 8b),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FVI0,Three-finger toxin 2e,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FVI5,Three-finger toxin 14,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FYQ0,Long chain neurotoxin 6,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FYQ1,Long chain neurotoxin 1c (Long-chain neurotoxin 2a) (Long-chain neurotoxin 2b),,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FYQ5,Three-finger toxin 13 (Three-finger toxin 3) (Three-finger toxin 9),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FYQ6,Three-finger toxin 4 (Three-finger toxin 5a),,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FYQ7,Three-finger toxin 2f,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FYQ9,Three-finger toxin 12 (Three-finger toxin 15),Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3FYR0,Three-finger toxin 10,Short-chain,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus fulvius,8637.0
U3IGG9,LY6/PLAUR domain containing 6B,,,,,,PF16975;,IPR039457,LYPD6-like,Chordata,Anseriformes,Anatidae,Anas,Anas platyrhynchos,8840.0
U3IRH6,LY6/PLAUR domain containing 2,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Anseriformes,Anatidae,Anas,Anas platyrhynchos,8840.0
U3J901,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Anseriformes,Anatidae,Anas,Anas platyrhynchos,8840.0
U3K4M5,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis,59894.0
U3K4Q3,UPAR/Ly6 domain-containing protein,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis,59894.0
U3K4Q7,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis,59894.0
U3K4R5,Prostate stem cell antigen,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis,59894.0
U3KH11,LY6/PLAUR domain containing 1,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis,59894.0
U3KML4,UPAR/Ly6 domain-containing protein,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,9986.0
U3MXV3,Amplexin 2,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Ranidae,Rana,Rana temporaria,8407.0
U3MY55,Amplexin 1,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Ranidae,Rana,Rana temporaria,8407.0
U3N0A2,Amplexin 3,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Ranidae,Rana,Rana temporaria,8407.0
U3T794,Three-finger toxin,Non-standard,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,88087.0
U4PB49,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis elegans,6239.0
U4PF43,Activin_recp domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis elegans,6239.0
U4TVZ8,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus ponderosae,77166.0
U4U6X8,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus ponderosae,77166.0
U4UFP7,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus ponderosae,77166.0
U4UGF1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus ponderosae,77166.0
U4UHA1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus ponderosae,77166.0
U4UN32,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus ponderosae,77166.0
U4UNT0,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus ponderosae,77166.0
U5EDB7,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Chaoboridae,Corethrella,Corethrella appendiculata,1370023.0
U5EEL0,Putative secreted protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Chaoboridae,Corethrella,Corethrella appendiculata,1370023.0
U5EGF9,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Chaoboridae,Corethrella,Corethrella appendiculata,1370023.0
U5ES17,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Chaoboridae,Corethrella,Corethrella appendiculata,1370023.0
U5ES22,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Chaoboridae,Corethrella,Corethrella appendiculata,1370023.0
U5ESH5,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Chaoboridae,Corethrella,Corethrella appendiculata,1370023.0
U6CWJ1,Sperm acrosome membrane-associated protein 4,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Carnivora,Mustelidae,Neogale,Neogale vison,452646.0
U6JI44,Cadmium metallothionein (MT-Cd) (Cd-MT),,,,,,PF17064;,IPR031424,QVR-like,Platyhelminthes,Cyclophyllidea,Taeniidae,Echinococcus,Echinococcus granulosus,6210.0
V3Z678,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V3ZJ60,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V3ZWN9,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V3ZXE8,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4A1W6,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4A733,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4AFQ7,SUEL-type lectin domain-containing protein,,,,,,PF17064;,IPR031424,QVR-like,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4AIS5,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4ASK0,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4B2C6,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4BW46,Protein sleepless,,,,,,,IPR045860,Snake_toxin-like_sf,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4BWK5,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4BXY5,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V4CRU8,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Mollusca,,Lottiidae,Lottia,Lottia gigantea,225164.0
V5GNT0,Putative conserved secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Ixodida,Ixodidae,Ixodes,Ixodes ricinus,34613.0
V5GUT6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Cerambycidae,Anoplophora,Anoplophora glabripennis,217634.0
V5GY86,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Coleoptera,Cerambycidae,Anoplophora,Anoplophora glabripennis,217634.0
V5GYU3,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Ixodida,Ixodidae,Ixodes,Ixodes ricinus,34613.0
V8N3G9,Uncharacterized protein,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V8N4I1,3FTx,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V8N4X0,Ly6/PLAUR domain-containing protein 2,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V8N9N7,Uncharacterized protein,,,,,,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V8NCZ4,Lymphocyte antigen 6E,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V8NDI0,Ly6/PLAUR domain-containing protein 2,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V8NGT4,Phospholipase A2 inhibitor N-terminal domain-containing protein,,,,,,PF02988;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V8NGY7,Lymphocyte antigen 6E,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V8NIJ0,Sperm acrosome membrane-associated protein 4,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V8P7N9,CD59 glycoprotein,,,,,,,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
V9GXC5,Prostate and testis expressed 14,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Muridae,Mus,Mus musculus,10090.0
V9IHU1,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Arthropoda,Hymenoptera,Apidae,Apis,Apis cerana,7461.0
V9IJ48,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Apidae,Apis,Apis cerana,7461.0
V9ILT4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Apidae,Apis,Apis cerana,7461.0
V9IMQ6,Ly6/PLAUR domain-containing protein 6B,,,,,,PF16975;,IPR039457,LYPD6-like,Arthropoda,Hymenoptera,Apidae,Apis,Apis cerana,7461.0
