protein_id,protein_name,organism,sequence_length,tax_id,interpro_1,interpro_2,interpro_3,interpro_4
A0AAV7J339,Protein quiver,Cotesia glomerata (Lepidopteran parasitic wasp),1489,,IPR031424,,,
A0AAV7J4A8,Uncharacterized protein,Cotesia glomerata,169,32391.0,IPR045860,,,
A0AAV7J5C1,Protein sleepless,Cotesia glomerata (Lepidopteran parasitic wasp),187,,IPR031424,,,
A0AAV7J6Q7,Serine/threonine-protein kinase receptor,Cotesia glomerata,527,32391.0,IPR045860,,,
A0AAV7J6T8,Protein sleepless,Cotesia glomerata (Lepidopteran parasitic wasp),149,,IPR031424,,,
A0AAV7J7N2,Cationic amino acid transporter C-terminal domain-containing protein,Cotesia glomerata,723,32391.0,IPR045860,,,
A0AAV7JA37,UPAR/Ly6 domain-containing protein,Cotesia glomerata,123,32391.0,IPR045860,,,
A0AAV7JAC0,Protein sleepless,Cotesia glomerata (Lepidopteran parasitic wasp),221,32391.0,IPR031424,IPR045860,,
A0AAV7JZ97,receptor protein serine/threonine kinase,Oopsacas minuta,525,111878.0,IPR045860,,,
A0AAV7KLX5,TGF-beta receptor type-1,Pleurodeles waltl,528,8319.0,IPR045860,,,
A0AAV7M7H6,Serine/threonine-protein kinase receptor,Pleurodeles waltl,508,8319.0,IPR045860,,,
A0AAV7M8M2,BMP and activin membrane-bound inhibitor homolog,Pleurodeles waltl,261,8319.0,IPR045860,,,
A0AAV7ME30,Serine/threonine-protein kinase receptor,Pleurodeles waltl,866,8319.0,IPR045860,,,
A0AAV7MS16,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),268,8319.0,IPR016054,IPR045860,,
A0AAV7PFK4,Uncharacterized protein,Pleurodeles waltl,167,8319.0,IPR045860,,,
A0AAV7PG18,Uncharacterized protein,Pleurodeles waltl,100,8319.0,IPR045860,,,
A0AAV7PG48,Uncharacterized protein,Pleurodeles waltl,102,8319.0,IPR045860,,,
A0AAV7PWP4,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),167,8319.0,IPR016054,IPR045860,,
A0AAV7PWW9,Uncharacterized protein,Pleurodeles waltl (Iberian ribbed newt),215,8319.0,IPR016054,IPR045860,,
A0AAV7PWX0,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),271,8319.0,IPR016054,IPR045860,,
A0AAV7PX52,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),193,8319.0,IPR016054,IPR045860,,
A0AAV7PX70,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),318,8319.0,IPR016054,IPR045860,,
A0AAV7PXH8,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),219,8319.0,IPR016054,IPR045860,,
A0AAV7PXP2,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),337,8319.0,IPR016054,IPR045860,,
A0AAV7PXS0,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),252,8319.0,IPR016054,IPR045860,,
A0AAV7PXV0,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),178,8319.0,IPR016054,IPR045860,,
A0AAV7PZH3,Sodefrin-like factor,Pleurodeles waltl,201,8319.0,IPR045860,,,
A0AAV7PZJ1,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),248,8319.0,IPR016054,IPR045860,,
A0AAV7PZM8,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),208,8319.0,IPR016054,IPR045860,,
A0AAV7PZP9,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),216,8319.0,IPR016054,IPR045860,,
A0AAV7PZR4,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),228,8319.0,IPR016054,IPR045860,,
A0AAV7PZS9,Sodefrin-like factor,Pleurodeles waltl,205,8319.0,IPR045860,,,
A0AAV7Q009,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),251,8319.0,IPR016054,IPR045860,,
A0AAV7Q087,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),251,8319.0,IPR016054,IPR045860,,
A0AAV7Q0A2,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),346,8319.0,IPR016054,IPR045860,,
A0AAV7Q0J5,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),234,8319.0,IPR016054,IPR045860,,
A0AAV7Q1H9,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),96,8319.0,IPR016054,IPR045860,,
A0AAV7Q1T9,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),254,8319.0,IPR016054,IPR045860,,
A0AAV7Q211,Ig-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),356,,IPR026524,,,
A0AAV7Q2B0,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),320,8319.0,IPR016054,IPR045860,,
A0AAV7Q2J0,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),137,8319.0,IPR016054,IPR045860,,
A0AAV7Q2N7,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),123,8319.0,IPR016054,IPR045860,,
A0AAV7Q3J4,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),248,8319.0,IPR016054,IPR045860,,
A0AAV7Q3N2,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Pleurodeles waltl,177,8319.0,IPR045860,,,
A0AAV7Q3X5,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),634,8319.0,IPR016054,IPR045860,,
A0AAV7Q409,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),182,8319.0,IPR016054,IPR045860,,
A0AAV7Q425,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),228,8319.0,IPR016054,IPR045860,,
A0AAV7Q439,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),254,8319.0,IPR016054,IPR045860,,
A0AAV7Q459,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),131,8319.0,IPR016054,IPR045860,,
A0AAV7Q5A0,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),128,8319.0,IPR035076,IPR045860,,
A0AAV7Q5B8,UPAR/Ly6 domain-containing protein,Pleurodeles waltl,126,8319.0,IPR045860,,,
A0AAV7Q5F4,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),126,8319.0,IPR016054,IPR045860,,
A0AAV7Q6Y3,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),124,8319.0,IPR016054,IPR045860,,
A0AAV7QJQ5,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),122,8319.0,IPR016054,IPR045860,,
A0AAV7QWY9,receptor protein serine/threonine kinase,Pleurodeles waltl,531,8319.0,IPR045860,,,
A0AAV7R147,Uncharacterized protein,Pleurodeles waltl,199,8319.0,IPR045860,,,
A0AAV7S830,Activin receptor type-1B,Pleurodeles waltl,502,8319.0,IPR045860,,,
A0AAV7S8F8,receptor protein serine/threonine kinase,Pleurodeles waltl,555,8319.0,IPR045860,,,
A0AAV7T9C4,Uncharacterized protein,Pleurodeles waltl,85,8319.0,IPR045860,,,
A0AAV7TCB5,Uncharacterized protein,Pleurodeles waltl,88,8319.0,IPR045860,,,
A0AAV7TJ28,TGF-beta receptor type-2,Pleurodeles waltl,563,8319.0,IPR045860,,,
A0AAV7TWA8,receptor protein serine/threonine kinase,Pleurodeles waltl,322,8319.0,IPR045860,,,
A0AAV7TZS0,UPAR/Ly6 domain-containing protein,Pleurodeles waltl,166,8319.0,IPR045860,,,
A0AAV7UCI7,Bone morphogenetic protein receptor type-2,Pleurodeles waltl,1036,8319.0,IPR045860,,,
A0AAV7UHH4,Ly6/PLAUR domain-containing protein 6,Pleurodeles waltl (Iberian ribbed newt),171,8319.0,IPR039457,IPR045860,,
A0AAV7UIU6,receptor protein serine/threonine kinase,Pleurodeles waltl,232,8319.0,IPR045860,,,
A0AAV7UJ82,Serine/threonine-protein kinase receptor,Pleurodeles waltl,570,8319.0,IPR045860,,,
A0AAV7UJC2,Serine/threonine-protein kinase receptor,Pleurodeles waltl,530,8319.0,IPR045860,,,
A0AAV7UJD8,Uncharacterized protein,Pleurodeles waltl (Iberian ribbed newt),114,8319.0,IPR039457,IPR045860,,
A0AAV7UZW3,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),128,8319.0,IPR035076,IPR045860,,
A0AAV7UZW8,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),134,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7UZY2,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),133,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V002,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),133,8319.0,IPR035076,IPR045860,,
A0AAV7V0G1,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),175,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V1N0,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),200,8319.0,IPR035076,IPR045860,,
A0AAV7V238,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),212,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V275,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),137,8319.0,IPR035076,IPR045860,,
A0AAV7V303,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),119,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V309,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),132,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V319,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),137,8319.0,IPR035076,IPR045860,,
A0AAV7V322,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),119,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V326,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),148,8319.0,IPR035076,IPR045860,,
A0AAV7V3C6,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),97,8319.0,IPR035076,IPR045860,,
A0AAV7V3D2,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),345,8319.0,IPR035076,IPR045860,,
A0AAV7V3M7,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),128,8319.0,IPR035076,IPR045860,,
A0AAV7V3W3,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),173,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V3X9,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),134,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V404,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),121,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V4U8,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),119,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V5G5,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),155,8319.0,IPR016054,IPR045860,,
A0AAV7V5H6,Snake toxin/toxin-like domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),119,8319.0,IPR035076,IPR045860,,
A0AAV7V6A4,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),123,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V702,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),204,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7V746,UPAR/Ly6 domain-containing protein,Pleurodeles waltl (Iberian ribbed newt),118,8319.0,IPR016054,IPR035076,IPR045860,
A0AAV7VR40,TGF-beta receptor type-1,Pleurodeles waltl,474,8319.0,IPR045860,,,
A0AAV7X0F4,receptor protein serine/threonine kinase,Pleurodeles waltl,502,8319.0,IPR045860,,,
A0AAV7X1C6,receptor protein serine/threonine kinase,Megalurothrips usitatus,594,439358.0,IPR045860,,,
A0AAV7X5U5,Protein sleepless,Megalurothrips usitatus (bean blossom thrips),166,,IPR031424,,,
A0AAV7X6X1,Protein sleepless,Megalurothrips usitatus (bean blossom thrips),162,,IPR031424,,,
A0AAV7X7P9,Uncharacterized protein,Megalurothrips usitatus,166,439358.0,IPR045860,,,
A0AAV7X7V2,Protein sleepless,Megalurothrips usitatus (bean blossom thrips),142,439358.0,IPR031424,IPR045860,,
A0AAV7XB35,Serine/threonine-protein kinase receptor,Megalurothrips usitatus,536,439358.0,IPR045860,,,
A0AAV7XBE6,Protein sleepless,Megalurothrips usitatus (bean blossom thrips),151,,IPR031424,,,
A0AAV7XC79,Protein sleepless,Megalurothrips usitatus (bean blossom thrips),140,,IPR031424,,,
A0AAV7XCD8,Protein sleepless,Megalurothrips usitatus (bean blossom thrips),158,,IPR031424,,,
A0AAV7XFQ2,receptor protein serine/threonine kinase,Megalurothrips usitatus,507,439358.0,IPR045860,,,
A0AAV7XK42,Protein sleepless,Megalurothrips usitatus (bean blossom thrips),150,,IPR031424,,,
A0AAV7XMG8,Protein sleepless,Megalurothrips usitatus (bean blossom thrips),197,,IPR031424,,,
A0AAV7XMK4,Protein sleepless,Megalurothrips usitatus (bean blossom thrips),160,,IPR031424,,,
A0AAV8VAZ2,receptor protein serine/threonine kinase,Exocentrus adspersus,493,1586481.0,IPR045860,,,
A0AAV8VD60,Activin types I and II receptor domain-containing protein,Exocentrus adspersus,100,1586481.0,IPR045860,,,
A0AAV8VD75,Uncharacterized protein,Exocentrus adspersus,117,1586481.0,IPR045860,,,
A0AAV8VDB5,Activin types I and II receptor domain-containing protein,Exocentrus adspersus,69,1586481.0,IPR045860,,,
A0AAV8VIE4,Protein sleepless,Exocentrus adspersus,168,1586481.0,IPR031424,,,
A0AAV8VLC4,Protein sleepless,Exocentrus adspersus,145,1586481.0,IPR031424,,,
A0AAV8VLG1,Protein sleepless,Exocentrus adspersus,122,1586481.0,IPR045860,,,
A0AAV8VLH7,Protein quiver,Exocentrus adspersus,136,1586481.0,IPR045860,,,
A0AAV8VLJ7,Uncharacterized protein,Exocentrus adspersus,159,1586481.0,IPR031424,,,
A0AAV8VLN0,Protein quiver,Exocentrus adspersus,90,1586481.0,IPR031424,IPR045860,,
A0AAV8VLR0,UPAR/Ly6 domain-containing protein,Exocentrus adspersus,224,1586481.0,IPR016054,IPR045860,,
A0AAV8VLR4,Protein sleepless,Exocentrus adspersus,128,1586481.0,IPR045860,,,
A0AAV8VLR8,Protein sleepless,Exocentrus adspersus,168,1586481.0,IPR031424,,,
A0AAV8VLS3,Protein sleepless,Exocentrus adspersus,182,1586481.0,IPR031424,,,
A0AAV8VLU5,Protein sleepless,Exocentrus adspersus,132,1586481.0,IPR045860,,,
A0AAV8VMD3,Protein sleepless,Exocentrus adspersus,132,1586481.0,IPR031424,IPR045860,,
A0AAV8VMI5,Protein sleepless,Exocentrus adspersus,129,1586481.0,IPR031424,,,
A0AAV8VMR3,Protein sleepless,Exocentrus adspersus,125,1586481.0,IPR045860,,,
A0AAV8VMU9,Protein sleepless,Exocentrus adspersus,154,1586481.0,IPR031424,,,
A0AAV8VMV0,Protein sleepless,Exocentrus adspersus,129,1586481.0,IPR045860,,,
A0AAV8VMX6,Protein sleepless,Exocentrus adspersus,151,1586481.0,IPR031424,,,
A0AAV8VPC8,receptor protein serine/threonine kinase,Exocentrus adspersus,468,1586481.0,IPR045860,,,
A0AAV8VRB0,Protein quiver,Exocentrus adspersus,125,1586481.0,IPR031424,,,
A0AAV8VY35,Protein sleepless,Exocentrus adspersus,116,1586481.0,IPR031424,,,
A0AAV8W0D4,Protein sleepless,Exocentrus adspersus,163,1586481.0,IPR031424,IPR045860,,
A0AAV8W1H0,Protein sleepless,Exocentrus adspersus,140,1586481.0,IPR031424,,,
A0AAV8W3Q6,Protein sleepless,Exocentrus adspersus,174,1586481.0,IPR031424,,,
A0AAV8W4D0,Uncharacterized protein,Exocentrus adspersus,172,1586481.0,IPR039457,IPR045860,,
A0AAV8W4N7,Protein sleepless,Exocentrus adspersus,131,1586481.0,IPR031424,,,
A0AAV8W675,Protein sleepless,Exocentrus adspersus,156,1586481.0,IPR031424,IPR045860,,
A0AAV8WCP8,Serine/threonine-protein kinase receptor,Exocentrus adspersus,811,1586481.0,IPR045860,,,
A0AAV8WFF7,Protein sleepless,Exocentrus adspersus,159,1586481.0,IPR031424,,,
A0AAV8WG96,UPAR/Ly6 domain-containing protein qvr,Exocentrus adspersus,128,1586481.0,IPR031424,,,
A0AAV8WHL2,receptor protein serine/threonine kinase,Exocentrus adspersus,567,1586481.0,IPR045860,,,
A0AAV8WYD6,Protein quiver,Rhamnusium bicolor,166,1586634.0,IPR031424,IPR045860,,
A0AAV8X5F5,receptor protein serine/threonine kinase,Aromia moschata,422,1265417.0,IPR045860,,,
A0AAV8X6A4,receptor protein serine/threonine kinase,Rhamnusium bicolor,486,1586634.0,IPR045860,,,
A0AAV8XBX9,Serine/threonine-protein kinase receptor,Rhamnusium bicolor,505,1586634.0,IPR045860,,,
A0AAV8XPC6,Protein sleepless,Aromia moschata,113,1265417.0,IPR031424,,,
A0AAV8XRB9,GS domain-containing protein,Rhamnusium bicolor,193,1586634.0,IPR045860,,,
A0AAV8Y1B1,Protein sleepless,Aromia moschata,136,1265417.0,IPR031424,,,
A0AAV8Y1H0,receptor protein serine/threonine kinase,Aromia moschata,554,1265417.0,IPR045860,,,
A0AAV8Y1R1,Protein quiver,Aromia moschata,68,1265417.0,IPR031424,,,
A0AAV8Y2N2,Protein quiver,Aromia moschata,304,1265417.0,IPR031424,,,
A0AAV8Y571,Protein sleepless,Rhamnusium bicolor,130,1586634.0,IPR031424,,,
A0AAV8YEE0,Protein sleepless,Aromia moschata,155,1265417.0,IPR031424,IPR045860,,
A0AAV8YJG7,Uncharacterized protein,Aromia moschata,113,1265417.0,IPR039457,,,
A0AAV8YRX0,Sodefrin-like factor,Aromia moschata,119,1265417.0,IPR031424,IPR045860,,
A0AAV8YX64,Protein sleepless,Aromia moschata,123,1265417.0,IPR031424,,,
A0AAV8Z012,Protein sleepless,Aromia moschata,159,1265417.0,IPR031424,,,
A0AAV8Z258,receptor protein serine/threonine kinase,Aromia moschata,461,1265417.0,IPR045860,,,
A0AAV8Z389,Protein quiver,Aromia moschata,164,1265417.0,IPR031424,,,
A0AAV8Z3E5,Uncharacterized protein,Rhamnusium bicolor,113,1586634.0,IPR045860,,,
A0AAV8Z4P7,Uncharacterized protein,Aromia moschata,114,1265417.0,IPR045860,,,
A0AAV8Z4U6,Serine/threonine-protein kinase receptor,Aromia moschata,553,1265417.0,IPR045860,,,
A0AAV8Z560,Protein quiver,Aromia moschata,141,1265417.0,IPR031424,,,
A0AAV8Z5N0,Protein sleepless,Aromia moschata,152,1265417.0,IPR031424,,,
A0AAV8Z5Y9,Protein sleepless,Aromia moschata,124,1265417.0,IPR045860,,,
A0AAV8Z602,Protein quiver,Aromia moschata,105,1265417.0,IPR031424,IPR045860,,
A0AAV8Z6D1,Uncharacterized protein,Aromia moschata,257,1265417.0,IPR031424,,,
A0AAV8Z6J1,Protein sleepless,Aromia moschata,145,1265417.0,IPR031424,,,
A0AAV8Z6S9,Protein sleepless,Aromia moschata,150,1265417.0,IPR031424,,,
A0AAV8Z7I6,Protein quiver,Aromia moschata,142,1265417.0,IPR045860,,,
A0AAV8Z7M6,DUF753 domain-containing protein,Aromia moschata,141,1265417.0,IPR045860,,,
A0AAV8Z8F6,Uncharacterized protein,Aromia moschata,123,1265417.0,IPR031424,,,
A0AAV8Z9F7,Protein sleepless,Rhamnusium bicolor,127,1586634.0,IPR031424,,,
A0AAV8ZFA3,Serine/threonine-protein kinase receptor,Aromia moschata,791,1265417.0,IPR045860,,,
A0AAV8ZFP2,UPAR/Ly6 domain-containing protein qvr,Aromia moschata,235,1265417.0,IPR031424,,,
A0AAV8ZU97,Protein sleepless,Rhamnusium bicolor,144,1586634.0,IPR031424,,,
A0AAV8ZV93,Protein sleepless,Rhamnusium bicolor,153,1586634.0,IPR031424,,,
A0AAV8ZX70,Protein sleepless,Rhamnusium bicolor,173,1586634.0,IPR031424,,,
A0AAV9QSX5,Ly6/PLAUR domain-containing protein 6,Crenichthys baileyi (White River springfish),179,28760.0,IPR039457,IPR045860,,
A0AAV9R3Q0,receptor protein serine/threonine kinase,Crenichthys baileyi,1149,28760.0,IPR045860,,,
A0AAV9R3S6,UPAR/Ly6 domain-containing protein,Crenichthys baileyi (White River springfish),145,28760.0,IPR016054,IPR045860,,
A0AAV9R513,Uncharacterized protein,Crenichthys baileyi,112,28760.0,IPR045860,,,
A0AAV9R6G3,receptor protein serine/threonine kinase,Crenichthys baileyi,541,28760.0,IPR045860,,,
A0AAV9RAB2,MAC-inhibitory protein,Crenichthys baileyi (White River springfish),123,28760.0,IPR016054,IPR045860,,
A0AAV9RER8,Ly6/PLAUR domain-containing protein 1,Crenichthys baileyi,140,28760.0,IPR045860,,,
A0AAV9REU6,MAC-inhibitory protein,Crenichthys baileyi (White River springfish),256,28760.0,IPR016054,IPR045860,,
A0AAV9RGA1,Serine/threonine-protein kinase receptor,Crenichthys baileyi,514,28760.0,IPR045860,,,
A0AAV9RI62,receptor protein serine/threonine kinase,Crenichthys baileyi,1046,28760.0,IPR045860,,,
A0AAV9RLZ6,TGF-beta receptor type-2,Crenichthys baileyi,592,28760.0,IPR045860,,,
A0AAV9RSZ0,Serine/threonine-protein kinase receptor,Crenichthys baileyi,515,28760.0,IPR045860,,,
A0AAV9RT28,UPAR/Ly6 domain-containing protein,Crenichthys baileyi (White River springfish),196,28760.0,IPR016054,IPR035076,IPR045860,
A0AAV9RTZ0,Serine/threonine-protein kinase receptor,Crenichthys baileyi,525,28760.0,IPR045860,,,
A0AAV9RWS3,UPAR/Ly6 domain-containing protein,Crenichthys baileyi (White River springfish),127,28760.0,IPR016054,IPR045860,,
A0AAV9RWW7,UPAR/Ly6 domain-containing protein,Crenichthys baileyi (White River springfish),134,28760.0,IPR016054,IPR045860,,
A0AAV9RYW7,TGF-beta receptor type-2,Crenichthys baileyi,566,28760.0,IPR045860,,,
A0AAV9S210,Uncharacterized protein,Crenichthys baileyi,179,28760.0,IPR045860,,,
A0AAV9S211,UPAR/Ly6 domain-containing protein,Crenichthys baileyi (White River springfish),127,28760.0,IPR016054,IPR045860,,
A0AAV9S250,UPAR/Ly6 domain-containing protein,Crenichthys baileyi (White River springfish),212,28760.0,IPR016054,IPR045860,,
A0AAV9S2C3,UPAR/Ly6 domain-containing protein,Crenichthys baileyi (White River springfish),300,,IPR016054,,,
A0AAV9S3B1,receptor protein serine/threonine kinase,Crenichthys baileyi,601,28760.0,IPR045860,,,
A0AAV9S3R5,receptor protein serine/threonine kinase,Crenichthys baileyi,506,28760.0,IPR045860,,,
A0AAV9S604,receptor protein serine/threonine kinase,Crenichthys baileyi,653,28760.0,IPR045860,,,
A0AAV9S690,Uncharacterized protein,Crenichthys baileyi,129,28760.0,IPR045860,,,
A0AAV9S6Y9,UPAR/Ly6 domain-containing protein,Crenichthys baileyi,128,28760.0,IPR045860,,,
A0AAV9SD84,BMP and activin membrane-bound inhibitor homolog,Crenichthys baileyi,130,28760.0,IPR045860,,,
A0AAV9SEP7,UPAR/Ly6 domain-containing protein,Crenichthys baileyi (White River springfish),163,28760.0,IPR016054,IPR035076,IPR045860,
A0AAV9SF48,Serine/threonine-protein kinase receptor,Crenichthys baileyi,538,28760.0,IPR045860,,,
A0AAV9SPB6,UPAR/Ly6 domain-containing protein,Crenichthys baileyi (White River springfish),101,28760.0,IPR016054,IPR045860,,
A0AAV9SQA1,Ly6/PLAUR domain-containing protein 1-like,Crenichthys baileyi,171,28760.0,IPR045860,,,
A0AAW0H265,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),235,447135.0,IPR016054,IPR045860,IPR051445,
A0AAW0H2N8,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),130,447135.0,IPR016054,IPR035076,IPR042339,IPR045860
A0AAW0H2X7,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),149,447135.0,IPR016054,IPR045860,IPR051445,
A0AAW0H2Y9,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),71,,IPR016054,,,
A0AAW0H364,Ig-like domain-containing protein,Myodes glareolus (Bank vole),292,,IPR026524,,,
A0AAW0H3D9,Ly-6/neurotoxin-like protein 1,Myodes glareolus (Bank vole),198,447135.0,IPR016054,IPR035076,IPR045860,
A0AAW0H3F1,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),71,,IPR016054,,,
A0AAW0H3W8,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),124,447135.0,IPR016054,IPR035076,IPR045860,
A0AAW0H3X1,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),105,,IPR016054,,,
A0AAW0H3Y6,Snake toxin/toxin-like domain-containing protein,Myodes glareolus (Bank vole),150,447135.0,IPR035076,IPR045860,,
A0AAW0H4Y5,Snake toxin/toxin-like domain-containing protein,Myodes glareolus (Bank vole),228,447135.0,IPR035076,IPR045860,,
A0AAW0H5H5,steroid 11beta-monooxygenase,Myodes glareolus (Bank vole),1176,447135.0,IPR035076,IPR045860,,
A0AAW0H5M0,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),242,447135.0,IPR016054,IPR035076,IPR045860,
A0AAW0H5X1,Lymphocyte antigen 6H,Myodes glareolus (Bank vole),165,447135.0,IPR016054,IPR045860,IPR051445,
A0AAW0H639,Snake toxin/toxin-like domain-containing protein,Myodes glareolus (Bank vole),109,447135.0,IPR035076,IPR045860,,
A0AAW0H643,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),127,447135.0,IPR016054,IPR035076,IPR045860,
A0AAW0H6B3,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),126,,IPR016054,IPR039237,,
A0AAW0H6C2,Activin types I and II receptor domain-containing protein,Myodes glareolus,134,447135.0,IPR045860,,,
A0AAW0H6E3,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),136,447135.0,IPR016054,IPR026524,IPR045860,
A0AAW0H6T2,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),872,447135.0,IPR016054,IPR045860,,
A0AAW0H6U6,Ly6/PLAUR domain-containing protein 5,Myodes glareolus (Bank vole),256,447135.0,IPR016054,IPR045860,,
A0AAW0H6Z6,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),123,447135.0,IPR016054,IPR045860,,
A0AAW0H7Q4,Ly6/PLAUR domain-containing protein 3,Myodes glareolus (Bank vole),347,447135.0,IPR016054,IPR045860,,
A0AAW0H8C3,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,Myodes glareolus (Bank vole),198,447135.0,IPR016054,IPR045860,,
A0AAW0H9Y0,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),384,,IPR016054,,,
