identifier,is_transmembrane,is_helix,is_beta,has_signal,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order
A0A8R2DNK4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8R2G8F2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8R2G8P8,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8R2HAL9,True,True,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera
A0A8R2JMV9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A8R2JPS3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A8R2JVZ4,True,True,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera
A0A8R2LYW4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8R2NJM7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera
A0A8R2NJV5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera
A0A8R2NK99,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A8R2NNC7,True,True,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera
A0A8R2NX20,True,True,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera
A0A8R2R142,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8R2R3L1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8R2R557,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8R2RBS8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S0YM12,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0YTU5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S0Z4Y0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S0ZB53,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZBJ2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZFJ7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZKK0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZKU1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZL32,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZM04,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZM43,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZMM7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZMW7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZMY3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZNU0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZRJ7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZUP6,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S0ZYR8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S1A418,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S1A6I9,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Arthropoda,Lepidoptera
A0A8S1ABR7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S1AYE2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S1B2R6,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S1B4C4,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S1B5C6,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S1B5I0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S1B5R9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S1BBQ6,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S1BZ49,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1BZQ5,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1C0G0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Ephemeroptera
A0A8S1CFF1,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Arthropoda,Ephemeroptera
A0A8S1CG29,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1CNV0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1CQ31,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1CSE0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1CU21,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1CXM2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Ephemeroptera
A0A8S1CZR5,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1D150,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1D330,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1D3Y1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1D4X2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Ephemeroptera
A0A8S1D732,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1DA77,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Arthropoda,Ephemeroptera
A0A8S1DAN9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1DAU7,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Arthropoda,Ephemeroptera
A0A8S1DD50,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1DEM3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1DG25,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1DGU2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1DHR8,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1DL92,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1DMD2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Ephemeroptera
A0A8S1E5R0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Ephemeroptera
A0A8S1EAT5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1EBB0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1EK91,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1EKL8,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1ELC6,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A8S1EWK1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1EWS4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1EX36,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1F3X5,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1F8X6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1F920,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1F9V4,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A8S1FEB4,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A8S1FFP8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1GMU7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1GNQ7,False,False,False,True,PF00087;,IPR035076,Toxin/TOLIP,Nematoda,Rhabditida
A0A8S1GNX3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1GQN7,False,False,False,True,PF16975;,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1GR66,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1GUB0,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A8S1GVF1,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A8S1GYJ5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1H097,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1H516,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1HEE4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1HKD6,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A8S1HLU7,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A8S1HML4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1HQE4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S1HS57,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S2FWF8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Rotifera,Philodinida
A0A8S2HMZ3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Rotifera,Philodinida
A0A8S2IE00,False,False,False,True,PF17064;,IPR031424,QVR-like,Rotifera,Philodinida
A0A8S2KZW1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Rotifera,
A0A8S2M3J7,False,False,False,True,PF17064;,IPR031424,QVR-like,Rotifera,
A0A8S2MUM0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Rotifera,
A0A8S2YUC7,False,False,False,True,PF17064;,IPR031424,QVR-like,Rotifera,
A0A8S3B5U7,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Rotifera,
A0A8S3DAP1,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Rotifera,
A0A8S3J180,False,False,False,True,PF17064;,IPR031424,QVR-like,Rotifera,
A0A8S3QAR2,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Mollusca,Mytilida
A0A8S3R0U1,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Mytilida
A0A8S3T0E2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Mollusca,Mytilida
A0A8S3TH33,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Mytilida
A0A8S3TYT9,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Mollusca,Mytilida
A0A8S3UVL6,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Mytilida
A0A8S3UY20,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Mytilida
A0A8S3V6P7,False,False,False,False,PF00059;PF00021;,IPR016054,LY6_UPA_recep-like,Mollusca,Mytilida
A0A8S3W5R2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3X143,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3XE77,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3XGN9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3XHG9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3XHM2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3XKS2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3XPG0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3XZW0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3Y2Y4,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3Y403,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3Y4M9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3Y7I2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3Y7Z0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3YAD2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S3YII3,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Stylommatophora
A0A8S3YR23,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Stylommatophora
A0A8S3YVE2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Mollusca,Stylommatophora
A0A8S3Z1K3,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Stylommatophora
A0A8S3Z3J5,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Stylommatophora
A0A8S3Z6E9,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Stylommatophora
A0A8S3ZAF9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Mollusca,Stylommatophora
A0A8S3ZM99,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Mollusca,Stylommatophora
A0A8S3ZNF2,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Stylommatophora
A0A8S3ZZ99,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Stylommatophora
A0A8S4A5E5,False,False,False,True,PF17064;,IPR031424,QVR-like,Mollusca,Stylommatophora
A0A8S4AK21,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Atheriniformes
A0A8S4AKP4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Atheriniformes
A0A8S4AKU6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Atheriniformes
A0A8S4AL46,False,False,False,True,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Atheriniformes
A0A8S4ARD0,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Atheriniformes
A0A8S4AV50,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Atheriniformes
A0A8S4B3H4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Atheriniformes
A0A8S4BA19,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Atheriniformes
A0A8S4BCC2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Atheriniformes
A0A8S4BNL7,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Atheriniformes
A0A8S4BP39,False,False,False,True,PF16975;,IPR016054,LY6_UPA_recep-like,Chordata,Atheriniformes
A0A8S4BWS2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Atheriniformes
A0A8S4C0L4,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Atheriniformes
A0A8S4CZF7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4D6U0,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4D7H5,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Arthropoda,Lepidoptera
A0A8S4E7W1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4E8L1,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4E8V8,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4FLZ9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4FNJ7,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4FQ02,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4FR59,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4G0B3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S4G3E9,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4G4P0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S4G947,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4GDS7,False,False,False,True,PF01064;,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S4N1C8,False,False,False,True,PF17064;,IPR031424,QVR-like,Annelida,Sabellida
A0A8S4NHU4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Annelida,Sabellida
A0A8S4NPY5,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Annelida,Sabellida
A0A8S4NYL5,False,False,False,True,PF17064;,IPR031424,QVR-like,Annelida,Sabellida
A0A8S4P5A6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Annelida,Sabellida
A0A8S4P896,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Annelida,Sabellida
A0A8S4PCU4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Annelida,Sabellida
A0A8S4PLX9,False,False,False,True,PF17064;,IPR031424,QVR-like,Annelida,Sabellida
A0A8S4PP40,False,False,False,True,PF17064;,IPR031424,QVR-like,Annelida,Sabellida
A0A8S4PUQ2,False,False,False,False,PF17064;,IPR031424,QVR-like,Annelida,Sabellida
A0A8S4PUQ9,False,False,False,True,PF17064;,IPR031424,QVR-like,Annelida,Sabellida
A0A8S4PVE8,False,False,False,True,PF17064;,IPR031424,QVR-like,Annelida,Sabellida
A0A8S4PVG0,False,False,False,False,PF17064;,IPR031424,QVR-like,Annelida,Sabellida
A0A8S4R7F5,False,False,False,True,PF01064;,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S4R8G7,False,False,False,True,PF01064;,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S4RK30,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4RKI3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4RNZ6,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4RWH0,False,False,False,False,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4RZ64,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4S0Q3,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4S1H2,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4SAU6,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4SE94,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S4SG31,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4SK25,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S4SKC7,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Arthropoda,Lepidoptera
A0A8S4SKD6,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Arthropoda,Lepidoptera
A0A8S4SLK8,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Lepidoptera
A0A8S9XJM5,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A8S9XL99,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera
A0A8S9XZG8,False,False,False,True,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera
A0A8S9YCI4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YF20,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YFX5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YHN6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YIE0,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8S9YKJ5,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8S9YNF2,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8S9YRF4,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YRI8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YSC7,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8S9YSJ8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YT03,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YT29,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YVM8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9YWE6,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8S9YWX2,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8S9YYG0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9Z0J0,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9Z598,False,False,False,False,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8S9Z8Y1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9Z9F2,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9Z9M5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8S9ZDI1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S9ZSS3,False,False,False,True,PF17064;,IPR031424,QVR-like,Nematoda,Rhabditida
A0A8S9ZVH1,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S9ZW77,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8S9ZWU5,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Nematoda,Rhabditida
A0A8T0A6K8,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A8T0ABH2,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes
A0A8T0ABP6,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A8T0AIP9,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A8T0AL98,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A8T0ALA3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A8T0AM92,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes
A0A8T0AYF3,False,False,False,False,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes
A0A8T0B4U3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A8T0B5S3,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A8T0B7Y6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes
A0A8T0BA41,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes
A0A8T0BA42,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A8T0BP29,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes
A0A8T0BRE3,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Siluriformes
A0A8T0BSU3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Siluriformes
A0A8T0BSW6,False,False,False,True,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Siluriformes
A0A8T0BV21,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Siluriformes
A0A8T0BX12,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Siluriformes
A0A8T0D2R0,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8T0D7S6,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8T0DF13,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8T0DH38,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8T0DH64,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8T0DHB1,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8T0DJ93,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8T0DM96,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8T0DP98,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8T0DPH1,False,False,False,True,PF17064;,IPR031424,QVR-like,Platyhelminthes,Plagiorchiida
A0A8T0DS09,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8T0DU35,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
A0A8T0DYK3,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Platyhelminthes,Plagiorchiida
