protein_id,protein_name,tax_id,scientific_name,sequence_length,domain_start,domain_end,signature_name,interpro_domain_name
A0A915PJ72,Uncharacterized protein,48799,Setaria digitata,254,17,107,InterPro:IPR045860,Uncharacterized protein
A0A915PPZ6,Uncharacterized protein,48799,Setaria digitata,71,17,66,InterPro:IPR045860,Uncharacterized protein
A0A915PS81,Uncharacterized protein,48799,Setaria digitata,150,19,95,InterPro:IPR045860,Uncharacterized protein
A0A915PWU1,Serine/threonine-protein kinase receptor,48799,Setaria digitata,655,86,173,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A915PX64,Snake toxin/toxin-like domain-containing protein,48799,Setaria digitata,152,18,114,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A915PYC4,Uncharacterized protein,48799,Setaria digitata,93,25,58,InterPro:IPR045860,Uncharacterized protein
A0A915PZ67,Uncharacterized protein,48799,Setaria digitata,94,7,64,InterPro:IPR045860,Uncharacterized protein
A0A915PZE8,receptor protein serine/threonine kinase,48799,Setaria digitata,602,55,162,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A915Q7A2,Uncharacterized protein,48799,Setaria digitata,177,71,168,InterPro:IPR045860,Uncharacterized protein
A0A921YKG2,Uncharacterized protein,7130,Manduca sexta,203,99,161,InterPro:IPR045860,Uncharacterized protein
A0A921YN57,Serine/threonine-protein kinase receptor,7130,Manduca sexta,542,36,142,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A921YX47,Serine/threonine-protein kinase receptor,7130,Manduca sexta,1269,239,342,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A921YY31,Protein sleepless,7130,Manduca sexta,140,17,116,InterPro:IPR045860,Protein sleepless
A0A921Z041,Uncharacterized protein,7130,Manduca sexta,151,79,129,InterPro:IPR045860,Uncharacterized protein
A0A922CBZ7,BMP and activin membrane-bound inhibitor homolog,7130,Manduca sexta,256,42,146,InterPro:IPR045860,BMP and activin membrane-bound inhibitor homolog
A0A922CDP5,receptor protein serine/threonine kinase,7130,Manduca sexta,509,34,110,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A922CEM7,Serine/threonine-protein kinase receptor,7130,Manduca sexta,506,34,112,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A922CF61,Serine/threonine-protein kinase receptor,7130,Manduca sexta,496,34,112,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A922CIL9,Protein sleepless,7130,Manduca sexta,132,20,113,InterPro:IPR045860,Protein sleepless
A0A922CN90,receptor protein serine/threonine kinase,7130,Manduca sexta,577,58,158,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A922CRQ2,Uncharacterized protein,7130,Manduca sexta,155,37,133,InterPro:IPR045860,Uncharacterized protein
A0A922HPZ9,Hexokinase,6954,Dermatophagoides farinae,975,489,572,InterPro:IPR045860,Hexokinase
A0A922HQL2,receptor protein serine/threonine kinase,6954,Dermatophagoides farinae,544,1,108,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A922HRG8,receptor protein serine/threonine kinase,6954,Dermatophagoides farinae,578,1,104,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A922HS44,Serine/threonine-protein kinase receptor,6954,Dermatophagoides farinae,632,16,145,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A922HUL5,Hexokinase,6954,Dermatophagoides farinae,1034,548,631,InterPro:IPR045860,Hexokinase
A0A922HWM7,Uncharacterized protein,6954,Dermatophagoides farinae,290,189,258,InterPro:IPR045860,Uncharacterized protein
A0A922I0Q5,Protein sleepless,6954,Dermatophagoides farinae,142,20,114,InterPro:IPR045860,Protein sleepless
A0A922IBQ5,receptor protein serine/threonine kinase,6954,Dermatophagoides farinae,951,78,188,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A922IC02,Protein sleepless,6954,Dermatophagoides farinae,178,41,95,InterPro:IPR045860,Protein sleepless
A0A922IHM4,Protein sleepless,6185,Schistosoma haematobium,146,23,118,InterPro:IPR045860,Protein sleepless
A0A922KWQ6,Uncharacterized protein,6954,Dermatophagoides farinae,161,35,124,InterPro:IPR045860,Uncharacterized protein
A0A922L2J6,Uncharacterized protein,6954,Dermatophagoides farinae,291,165,259,InterPro:IPR045860,Uncharacterized protein
A0A922LDW8,Low affinity cationic amino acid transporter,6185,Schistosoma haematobium,136,12,110,InterPro:IPR045860,Low affinity cationic amino acid transporter
A0A922LZ22,Uncharacterized protein,6185,Schistosoma haematobium,121,26,96,InterPro:IPR045860,Uncharacterized protein
A0A922LZI8,UPAR/Ly6 domain-containing protein,6185,Schistosoma haematobium,121,24,96,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A922LZL4,Snake toxin/toxin-like domain-containing protein,6185,Schistosoma haematobium,124,22,100,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A922M048,UPAR/Ly6 domain-containing protein,6185,Schistosoma haematobium,139,46,108,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A922M9P6,Protein sleepless,7107,Spodoptera exigua,159,41,141,InterPro:IPR045860,Protein sleepless
A0A922MBL3,UPAR/Ly6 domain-containing protein,7107,Spodoptera exigua,156,20,106,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A922MDA7,Protein sleepless,7107,Spodoptera exigua,140,62,120,InterPro:IPR045860,Protein sleepless
A0A922MJM6,Uncharacterized protein,7107,Spodoptera exigua,144,20,114,InterPro:IPR045860,Uncharacterized protein
A0A922MU10,Activin types I and II receptor domain-containing protein,7107,Spodoptera exigua,185,71,147,InterPro:IPR045860,Activin types I and II receptor domain-containing protein
A0A922MY30,Serine/threonine-protein kinase receptor,7107,Spodoptera exigua,554,40,147,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A922S194,Uncharacterized protein,6185,Schistosoma haematobium,136,17,108,InterPro:IPR045860,Uncharacterized protein
A0A922S753,Uncharacterized protein,6185,Schistosoma haematobium,191,108,168,InterPro:IPR045860,Uncharacterized protein
A0A922SFN3,Serine/threonine-protein kinase receptor,7107,Spodoptera exigua,484,6,108,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A922SGG2,Uncharacterized protein,7107,Spodoptera exigua,233,131,189,InterPro:IPR045860,Uncharacterized protein
A0A922SJR4,Protein sleepless,7107,Spodoptera exigua,127,14,108,InterPro:IPR045860,Protein sleepless
A0A973Y534,UPAR/Ly6 domain-containing protein,468512,Rhegmatorhina hoffmannsi,109,3,83,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A973Y5Q0,UPAR/Ly6 domain-containing protein,468512,Rhegmatorhina hoffmannsi,112,4,84,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A973Y5T8,Snake toxin/toxin-like domain-containing protein,468512,Rhegmatorhina hoffmannsi,78,1,78,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A973Y605,UPAR/Ly6 domain-containing protein,468512,Rhegmatorhina hoffmannsi,119,11,91,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A973Y7X0,CD59 glycoprotein,468512,Rhegmatorhina hoffmannsi,117,24,100,InterPro:IPR045860,CD59 glycoprotein
A0A973YA97,Activin types I and II receptor domain-containing protein,468512,Rhegmatorhina hoffmannsi,107,3,103,InterPro:IPR045860,Activin types I and II receptor domain-containing protein
A0A973YB73,UPAR/Ly6 domain-containing protein,468512,Rhegmatorhina hoffmannsi,146,27,113,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A973YFU8,Serine/threonine-protein kinase receptor,468512,Rhegmatorhina hoffmannsi,529,1,115,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974B4U5,UPAR/Ly6 domain-containing protein,468512,Rhegmatorhina hoffmannsi,109,1,81,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974B559,UPAR/Ly6 domain-containing protein,468512,Rhegmatorhina hoffmannsi,87,1,81,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974B5M5,Serine/threonine-protein kinase receptor,468512,Rhegmatorhina hoffmannsi,565,23,141,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974B9Y9,BMP and activin membrane-bound inhibitor homolog,468512,Rhegmatorhina hoffmannsi,261,25,124,InterPro:IPR045860,BMP and activin membrane-bound inhibitor homolog
A0A974BD24,UPAR/Ly6 domain-containing protein,468512,Rhegmatorhina hoffmannsi,94,3,90,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974BE73,Bone morphogenetic protein receptor type-2,468512,Rhegmatorhina hoffmannsi,1029,19,121,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A974BFR7,Activin receptor type-2B,468512,Rhegmatorhina hoffmannsi,107,3,102,InterPro:IPR045860,Activin receptor type-2B
A0A974BNU3,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,118,6,91,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974BS26,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,107,6,87,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974BS81,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,192,96,178,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974BSF4,Snake toxin/toxin-like domain-containing protein,8355,Xenopus laevis,108,18,107,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A974BUP1,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,512,20,120,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974BUP4,Ly6/PLAUR domain-containing protein 1,8355,Xenopus laevis,138,19,109,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 1
A0A974BWI2,Uncharacterized protein,8355,Xenopus laevis,81,1,81,InterPro:IPR045860,Uncharacterized protein
A0A974BYJ5,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,527,2,120,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974BYT4,Ly6/PLAUR domain-containing protein 6B,8355,Xenopus laevis,171,42,128,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6B
A0A974BZ80,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,514,21,121,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974BZ94,Ly6/PLAUR domain-containing protein 1,8355,Xenopus laevis,141,22,112,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 1
A0A974C0B9,receptor protein serine/threonine kinase,8355,Xenopus laevis,1054,50,152,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A974C0Y0,Secreted protein,8355,Xenopus laevis,207,18,83,InterPro:IPR045860,Secreted protein
A0A974C165,Snake toxin/toxin-like domain-containing protein,8355,Xenopus laevis,107,25,106,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A974C1B7,Uncharacterized protein,8355,Xenopus laevis,135,45,135,InterPro:IPR045860,Uncharacterized protein
A0A974C2L4,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,130,22,106,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974C3T1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,22,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CDU6,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,186,17,166,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CE21,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,152,46,123,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CFD6,receptor protein serine/threonine kinase,8355,Xenopus laevis,527,53,146,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A974CFN9,Snake toxin/toxin-like domain-containing protein,8355,Xenopus laevis,151,14,110,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A974CGZ0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,124,22,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH32,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,220,113,199,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH32,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,220,18,104,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH38,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,327,111,203,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH38,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,327,17,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH38,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,327,209,291,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH43,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,206,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH43,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,206,112,197,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH55,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,198,87,179,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH55,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,198,1,78,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH81,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,300,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH81,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,300,118,211,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH81,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,300,213,289,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH86,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,283,150,242,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH88,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,214,113,193,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH88,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,214,18,109,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH93,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,227,114,204,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH93,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,227,20,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH94,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,1030,17,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH94,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,1030,112,199,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CH94,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,1030,203,291,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHI4,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,211,100,184,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHI4,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,211,6,89,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHK1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,225,111,199,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHK1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,225,18,104,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHM8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,202,114,200,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHM8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,202,18,104,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHR1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,220,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHR1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,220,114,197,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHT1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,127,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHU8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,465,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CHU8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,465,114,200,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CI00,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,205,92,185,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CI00,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,205,1,83,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CI20,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,245,42,125,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CI20,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,245,137,226,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CI31,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,530,40,139,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974CI56,Phospholipase A2 inhibitor N-terminal domain-containing protein,8355,Xenopus laevis,222,18,102,InterPro:IPR045860,Phospholipase A2 inhibitor N-terminal domain-containing protein
A0A974CI56,Phospholipase A2 inhibitor N-terminal domain-containing protein,8355,Xenopus laevis,222,110,196,InterPro:IPR045860,Phospholipase A2 inhibitor N-terminal domain-containing protein
A0A974CIC9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,427,144,232,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIC9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,427,340,416,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIC9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,427,245,338,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIE5,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,242,123,212,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIF9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,225,20,112,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIF9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,225,120,207,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIG9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,195,31,107,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIG9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,195,115,194,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIN0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,119,13,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIY3,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,191,18,98,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIY3,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,191,110,191,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIZ1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,264,111,196,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CIZ1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,264,18,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CJ21,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,127,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CJ28,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,498,226,329,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CJ28,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,498,52,133,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CJ28,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,498,138,217,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CJ93,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,214,101,190,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CJ93,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,214,7,92,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CJW0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,247,145,232,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CJW0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,247,49,134,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CK52,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,454,1,59,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974CL47,Snake toxin/toxin-like domain-containing protein,8355,Xenopus laevis,131,15,94,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A974CLJ7,Snake toxin/toxin-like domain-containing protein,8355,Xenopus laevis,100,1,73,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A974CLT6,BMP and activin membrane-bound inhibitor homolog,8355,Xenopus laevis,260,25,121,InterPro:IPR045860,BMP and activin membrane-bound inhibitor homolog
A0A974CNI0,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,795,268,382,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974CNI0,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,795,27,135,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974CNI0,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,795,155,267,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974CNK7,TGF-beta receptor type-1,8355,Xenopus laevis,487,27,104,InterPro:IPR045860,TGF-beta receptor type-1
A0A974CPE8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,125,21,97,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CPG1,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,116,14,90,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CQA0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,18,94,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CQT3,Snake toxin/toxin-like domain-containing protein,8355,Xenopus laevis,82,7,57,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A974CQX7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,271,57,160,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CQX7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,271,168,244,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CRG2,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,130,12,100,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974CRW6,Snake toxin/toxin-like domain-containing protein,8355,Xenopus laevis,85,5,59,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A974D1B8,MAC-inhibitory protein,8355,Xenopus laevis,120,25,100,InterPro:IPR045860,MAC-inhibitory protein
A0A974D6C3,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,17,94,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974DGH3,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,17,93,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974DUH9,receptor protein serine/threonine kinase,8355,Xenopus laevis,532,59,156,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A974GTB1,receptor protein serine/threonine kinase,468512,Rhegmatorhina hoffmannsi,507,34,131,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A974GTB4,Serine/threonine-protein kinase receptor,468512,Rhegmatorhina hoffmannsi,510,23,108,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974GZW0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,106,20,102,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974H012,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,175,99,142,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974H012,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,175,3,97,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974H027,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,202,31,124,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974H027,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,202,130,170,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974H170,Activin receptor type-1,8355,Xenopus laevis,484,2,85,InterPro:IPR045860,Activin receptor type-1
A0A974H179,Ly6/PLAUR domain-containing protein 6,8355,Xenopus laevis,171,44,131,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6
A0A974H187,Activin receptor type-1C,8355,Xenopus laevis,492,23,96,InterPro:IPR045860,Activin receptor type-1C
A0A974H188,Ly6/PLAUR domain-containing protein 6B,8355,Xenopus laevis,171,41,130,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6B
A0A974H1A9,Serine/threonine-protein kinase receptor,8355,Xenopus laevis,543,18,136,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A974H1U6,Activin types I and II receptor domain-containing protein,8355,Xenopus laevis,163,50,152,InterPro:IPR045860,Activin types I and II receptor domain-containing protein
A0A974H3E0,Activin receptor type-1,8355,Xenopus laevis,624,137,223,InterPro:IPR045860,Activin receptor type-1
A0A974H3F1,Activin receptor type-1C,8355,Xenopus laevis,492,23,96,InterPro:IPR045860,Activin receptor type-1C
A0A974H3U4,Ly6/PLAUR domain-containing protein 6,8355,Xenopus laevis,171,44,131,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6
A0A974H4M7,Uncharacterized protein,8355,Xenopus laevis,72,33,70,InterPro:IPR045860,Uncharacterized protein
A0A974H4V5,Uncharacterized protein,8355,Xenopus laevis,112,21,112,InterPro:IPR045860,Uncharacterized protein
A0A974H6V6,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,130,23,108,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974H7L9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,19,104,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974H7M9,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,128,21,106,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974H7Q8,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,122,20,103,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974HAZ7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,190,21,99,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974HAZ7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,190,110,190,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974HCT2,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,206,18,105,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974HCT2,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,206,112,197,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974HCU0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,238,50,131,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974HCU0,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,238,135,223,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974HCU7,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,183,64,153,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A974HCV5,UPAR/Ly6 domain-containing protein,8355,Xenopus laevis,197,104,189,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
