identifier,group,oligomeric_state,last_common_ancestor,length
A0A3P6T1C4_IPR045860_1_13-69,Ly6,monomer,genus:Litomosoides,50-72
A0A3P8WTE0_IPR045860_1_23-102,Ly6,monomer,genus:Cynoglossus,72-95
A0A3P9P7X2_IPR045860_1_61-126,mixture,mixture,genus:Poecilia,50-72
A0A3Q0R1F3_IPR045860_1_2-62,Ly6,monomer,genus:Amphilophus,50-72
A0A3Q2PVA1_IPR045860_1_21-116,none,monomer,genus:Fundulus,95-117
A0A3Q3G202_IPR045860_1_1-70,Ly6,monomer,genus:Labrus,50-72
A0A3R7M2T2_IPR045860_1_38-113,Quiver,monomer,order:Decapoda,72-95
A0A4U5ME23_IPR045860_1_13-83,Ly6,monomer,genus:Steinernema,50-72
A0A4V3SAC6_IPR045860_1_24-101,mixture,monomer,genus:Temnothorax,72-95
A0A504Z0I6_IPR045860_1_19-92,Ly6,monomer,genus:Fasciola,72-95
A0A556TW63_IPR045860_1_16-69,none,monomer,genus:Bagarius,50-72
A0A5A9P0L3_IPR045860_1_21-105,Ly6,monomer,genus:Triplophysa,72-95
A0A5F7ZDP3_IPR045860_1_89-207,none,monomer,genus:Macaca,117-140
A0A5N5T414_IPR045860_1_22-86,Ly6,monomer,genus:Armadillidium,50-72
A0A665TJ53_IPR045860_1_21-93,Ly6,monomer,genus:Echeneis,72-95
A0A667ZY20_IPR045860_1_53-153,none,monomer,class:Actinopteri,95-117
A0A671X3B2_IPR045860_1_20-99,none,monomer,genus:Sparus,72-95
A0A6A5G8W7_IPR045860_1_403-473,mixture,monomer,genus:Caenorhabditis,72-95
A0A6J0UZJ1_IPR045860_1_32-150,none,monomer,order:Squamata,95-117
A0A6J2TFG1_IPR045860_1_19-100,none,monomer,genus:Scaptodrosophila,72-95
A0AAE0R7P0_IPR039457_1_5-73,mixture,monomer,phylum:Chordata,50-72
A0A087UNJ1_IPR031424_1_24-113,mixture,monomer,order:Araneae,72-95
A0A0B7B609_IPR045860_1_34-119,none,monomer,genus:Arion,72-95
A0A0G3I8D5_IPR031424_1_26-119,mixture,monomer,family:Acrididae,72-95
A0A0N4VHG8_IPR045860_1_22-113,none,monomer,order:Rhabditida,72-95
A0A0X3PMB2_IPR045860_1_44-144,Ly6,monomer,genus:Schistocephalus,95-117
A0A139WFX1_IPR045860_1_17-109,none,monomer,genus:Tribolium,72-95
A0A183BIA8_IPR031424_1_23-102,Quiver,monomer,genus:Globodera,72-95
A0A1D1UPN3_IPR031424_1_15-101,none,monomer,genus:Ramazzottius,72-95
A0A1D2MQ55_IPR031424_1_27-155,none,monomer,genus:Orchesella,117-140
A0A1I8I1G8_IPR031424_1_44-132,none,monomer,genus:Macrostomum,72-95
A0A1I8NIT1_IPR045860_1_38-124,none,monomer,genus:Musca,72-95
A0A1J1IGR7_IPR031424_1_24-130,none,monomer,genus:Clunio,95-117
A0A1L8E386_IPR045860_1_45-129,none,monomer,genus:Nyssomyia,72-95
A0A1S3H5B0_IPR031424_1_44-162,Quiver,monomer,genus:Lingula,117-140
A0A1S3JVX1_IPR031424_1_26-103,Quiver,monomer,genus:Lingula,72-95
A0A1W0WM17_IPR031424_1_27-110,Quiver,monomer,genus:Hypsibius,72-95
A0A1Y0F444_IPR045860_1_31-124,Ly6,monomer,genus:Locusta,72-95
A0A1Y1MNI0_IPR031424_1_34-125,none,monomer,genus:Photinus,72-95
A0A210QM22_IPR031424_1_23-120,none,monomer,genus:Mizuhopecten,95-117
A0A226DZC9_IPR031424_1_23-156,none,monomer,genus:Folsomia,117-140
A0A2T7NSF4_IPR031424_1_8-106,Quiver,monomer,genus:Pomacea,95-117
A0A3M7P3F5_IPR045860_1_2-92,mixture,monomer,genus:Brachionus,72-95
A0A4C1T439_IPR045860_1_85-186,none,mixture,order:Lepidoptera,95-117
A0A4Q8K469_IPR031424_1_24-113,none,monomer,genus:Liphistius,72-95
A0A553NCU0_IPR031424_1_23-136,none,monomer,genus:Tigriopus,95-117
A0A6G1S3T1_IPR031424_1_27-139,none,monomer,genus:Aceria,95-117
A0A6I8UK02_IPR031424_1_22-118,none,monomer,genus:Drosophila,95-117
A0A6J2UAI7_IPR045860_1_20-119,none,monomer,genus:Scaptodrosophila,95-117
A0A6P7GGI8_IPR031424_1_47-149,none,monomer,family:Chrysomelidae,95-117
A0A7G3AFC3_IPR045860_1_18-106,none,monomer,family:Psychodidae,72-95
A0A7R8VSY6_IPR031424_1_3-93,mixture,monomer,genus:Timema,72-95
A0A813W7V2_IPR031424_1_141-216,none,monomer,genus:Adineta,72-95
A0A834MIB8_IPR031424_1_19-103,none,monomer,genus:Rhynchophorus,72-95
A0A8B7N8A7_IPR031424_1_24-121,none,monomer,genus:Hyalella,95-117
A0A8B8I7R6_IPR031424_1_27-130,Quiver,monomer,genus:Vanessa,95-117
A0A8I6R741_IPR031424_1_24-109,none,monomer,genus:Cimex,72-95
A0A8J1XWT6_IPR031424_1_24-128,none,monomer,genus:Owenia,95-117
A0A8J2PW69_IPR031424_1_27-124,Quiver,monomer,genus:Allacma,95-117
A0A913ZNE9_IPR031424_1_21-103,none,monomer,genus:Patiria,72-95
A0A9D4EVV1_IPR031424_1_45-121,none,monomer,genus:Dreissena,72-95
A0A9J6CLP0_IPR045860_1_22-105,Quiver,monomer,genus:Polypedilum,72-95
A0A9N9RZ24_IPR031424_1_21-115,none,monomer,genus:Chironomus,72-95
A0A9P0DCN7_IPR031424_1_22-116,none,monomer,genus:Phaedon,72-95
A0A9P0HPG2_IPR045860_1_29-110,none,monomer,genus:Nezara,72-95
A0A9Q0RVZ8_IPR031424_1_20-139,none,monomer,genus:Pseudolycoriella,117-140
A0A9R1TSM9_IPR045860_1_33-125,mixture,monomer,genus:Fopius,72-95
A0AA36B7Z2_IPR031424_1_35-134,mixture,monomer,genus:Octopus,95-117
A0AA85K6Z4_IPR031424_1_41-105,mixture,mixture,phylum:Platyhelminthes,50-72
A0AAD9L4Y8_IPR031424_1_171-251,none,monomer,genus:Ridgeia,72-95
A0AAE0SJR6_IPR045860_1_20-108,Quiver,monomer,genus:Potamilus,72-95
A0AAJ6ZQI6_IPR045860_1_29-136,none,monomer,genus:Papilio,95-117
A0AAV1IWL2_IPR031424_1_20-132,mixture,monomer,family:Pieridae,95-117
A0AAV2IQ26_IPR031424_1_21-116,Quiver,monomer,genus:Lymnaea,95-117
A0AAV8VLN0_IPR045860_1_4-88,Quiver,monomer,genus:Exocentrus,72-95
A0AAV8Z8F6_IPR031424_1_22-93,none,monomer,genus:Aromia,50-72
A0AAW1NM18_IPR031424_1_21-121,none,monomer,genus:Popillia,95-117
A0ABD1EX45_IPR031424_1_2-84,none,monomer,genus:Hypothenemus,72-95
A0ABD2WUY2_IPR031424_1_23-114,none,monomer,genus:Trichogramma,72-95
R7TZE4_IPR045860_1_43-120,none,monomer,genus:Capitella,72-95
T1FBT4_IPR031424_1_22-99,Quiver,monomer,genus:Helobdella,72-95
T1IWU5_IPR031424_1_25-117,none,monomer,genus:Strigamia,72-95
A0A060YRI5_IPR045860_1_10-84,mixture,monomer,family:Salmonidae,72-95
A0A0B1SZ18_IPR045860_1_12-93,none,monomer,genus:Oesophagostomum,72-95
A0A0B2W0F0_IPR045860_1_8-91,mixture,monomer,order:Rhabditida,72-95
A0A0C2DF18_IPR045860_1_17-100,none,monomer,order:Rhabditida,72-95
A0A0H5SL74_IPR045860_1_32-116,Ly6,monomer,family:Onchocercidae,72-95
A0A0K2VHS7_IPR045860_1_24-97,none,monomer,genus:Lepeophtheirus,72-95
A0A0M3JVX5_IPR045860_1_23-81,Ly6,monomer,genus:Anisakis,50-72
A0A0N4ZNP5_IPR045860_1_33-104,none,monomer,genus:Parastrongyloides,50-72
A0A0R3RWX0_IPR045860_1_11-114,none,monomer,genus:Elaeophora,95-117
A0A182EFA7_IPR045860_1_20-73,none,monomer,genus:Onchocerca,50-72
A0A182RMH9_IPR045860_1_87-185,none,monomer,genus:Anopheles,95-117
A0A183NZI0_IPR045860_1_86-155,none,monomer,family:Schistosomatidae,50-72
A0A1B6HQ44_IPR045860_1_25-114,Ly6,monomer,genus:Homalodisca,72-95
A0A1D1W3X2_IPR045860_1_14-101,Quiver,monomer,genus:Ramazzottius,72-95
A0A1I7RXX3_IPR045860_1_24-95,none,monomer,genus:Bursaphelenchus,50-72
A0A1I7WMZ3_IPR045860_1_20-104,none,monomer,genus:Heterorhabditis,72-95
A0A1I8A571_IPR045860_1_75-190,none,monomer,genus:Steinernema,95-117
A0A1L8FNT3_IPR045860_1_113-193,Ly6,mixture,genus:Xenopus,72-95
A0A1S3Q511_IPR045860_1_112-185,mixture,mixture,family:Salmonidae,72-95
A0A1Y3BNV1_IPR045860_1_4-58,Quiver,monomer,genus:Euroglyphus,50-72
A0A210Q9V6_IPR045860_1_145-208,Ly6,multimer,genus:Mizuhopecten,50-72
A0A226DGP0_IPR045860_1_13-90,none,monomer,genus:Folsomia,72-95
A0A2A2L1H8_IPR045860_1_7-69,none,monomer,family:Rhabditidae,50-72
A0A2A6BBU1_IPR045860_1_21-111,none,monomer,genus:Pristionchus,72-95
A0A2C9L6R7_IPR045860_1_134-226,Ly6,monomer,genus:Biomphalaria,72-95
A0A2G9TCF7_IPR045860_1_3-74,none,monomer,genus:Teladorsagia,50-72
A0A2M4AIR5_IPR045860_1_1-91,none,monomer,genus:Anopheles,95-117
A0A2T7PAN9_IPR045860_1_1-96,none,monomer,genus:Pomacea,95-117
A0A3B3SH29_IPR045860_1_34-130,none,monomer,genus:Paramormyrops,95-117
A0A3M7RDX2_IPR045860_1_20-88,Ly6,monomer,genus:Brachionus,50-72
A0A3Q0FQC0_IPR045860_1_96-184,none,mixture,genus:Alligator,72-95
A0A3Q0R9C6_IPR045860_1_11-87,none,monomer,genus:Amphilophus,72-95
A0A3Q1BT88_IPR045860_1_11-80,mixture,monomer,family:Pomacentridae,50-72
A0A3Q1H1Z9_IPR045860_1_15-80,Ly6,monomer,genus:Acanthochromis,50-72
A0A3Q3MEF2_IPR045860_1_5-57,Ly6,monomer,genus:Labrus,50-72
A0A3Q4HLT5_IPR045860_1_18-79,Ly6,monomer,genus:Neolamprologus,50-72
A0A3R7PQK4_IPR045860_1_135-231,none,monomer,genus:Penaeus,95-117
A0A3S3NVN3_IPR045860_1_3-103,none,monomer,genus:Dinothrombium,95-117
A0A4U5MEK9_IPR045860_1_24-125,none,monomer,genus:Steinernema,95-117
A0A4X2LKJ9_IPR045860_1_25-103,none,monomer,order:Diprotodontia,72-95
A0A504Z8T6_IPR045860_1_21-121,mixture,monomer,family:Fasciolidae,95-117
A0A5N5MKP8_IPR045860_1_18-92,mixture,monomer,order:Siluriformes,72-95
A0A668TT64_IPR045860_1_48-117,mixture,monomer,family:Cichlidae,50-72
A0A6F9BY19_IPR045860_1_2-53,none,monomer,class:Actinopteri,50-72
A0A6G0HSN7_IPR045860_1_20-109,none,monomer,genus:Larimichthys,72-95
A0A6J0C3N4_IPR045860_1_40-137,none,monomer,genus:Neodiprion,95-117
A0A6J0V6F3_IPR045860_1_1-68,none,multimer,genus:Pogona,50-72
A0A6M2DXW3_IPR045860_1_28-107,none,monomer,genus:Xenopsylla,72-95
A0A6P4YWB7_IPR045860_1_381-468,mixture,monomer,genus:Branchiostoma,72-95
A0A6P7HDG9_IPR045860_1_19-97,none,monomer,genus:Diabrotica,72-95
A0A6P7LEG3_IPR045860_1_1-68,none,monomer,class:Actinopteri,50-72
A0A6P7RFQ4_IPR045860_1_97-148,none,monomer,genus:Mus,50-72
A0A6P7YDG6_IPR045860_1_18-96,none,monomer,order:Gymnophiona,72-95
A0A6P8ID40_IPR045860_1_25-112,none,monomer,genus:Actinia,72-95
A0A6P9FLX0_IPR045860_1_12-64,none,monomer,class:Mammalia,50-72
A0A6S7GKF8_IPR045860_1_19-105,none,monomer,genus:Paramuricea,72-95
A0A6V7UR67_IPR045860_1_37-98,none,monomer,genus:Meloidogyne,50-72
A0A7E4UZ03_IPR045860_1_22-103,none,monomer,family:Panagrolaimidae,72-95
A0A7I4Z5A9_IPR045860_1_13-95,Ly6,monomer,genus:Haemonchus,72-95
A0A7M5U9W9_IPR045860_1_20-115,none,monomer,genus:Clytia,95-117
A0A7M7GD60_IPR045860_1_5-114,none,monomer,order:Hymenoptera,95-117
A0A7M7RHR6_IPR045860_1_25-107,none,monomer,class:Echinoidea,72-95
A0A7R9A4F5_IPR045860_1_21-106,none,monomer,genus:Darwinula,72-95
A0A813NUK1_IPR045860_1_21-105,none,monomer,genus:Brachionus,72-95
A0A814HFH1_IPR045860_1_20-93,none,monomer,genus:Brachionus,72-95
A0A815B2Q3_IPR045860_1_17-74,none,monomer,genus:Rotaria,50-72
A0A816H8B4_IPR045860_1_8-92,none,monomer,genus:Adineta,72-95
A0A819PCH0_IPR045860_1_24-96,none,monomer,genus:Adineta,72-95
A0A834HLN4_IPR045860_1_11-114,none,monomer,genus:Rhynchophorus,95-117
A0A834P077_IPR045860_1_40-137,none,monomer,genus:Vespula,95-117
A0A8B6D9H9_IPR045860_1_20-99,none,monomer,genus:Mytilus,72-95
A0A8B6GHJ0_IPR045860_1_104-188,none,monomer,genus:Mytilus,72-95
A0A8B7YLS9_IPR045860_1_47-119,none,monomer,genus:Acanthaster,72-95
A0A8B8DEC0_IPR045860_1_20-105,none,monomer,genus:Crassostrea,72-95
A0A8C3II04_IPR045860_1_13-89,none,monomer,phylum:Chordata,72-95
A0A8C3QRQ9_IPR045860_1_62-124,none,monomer,order:Passeriformes,50-72
A0A8C5E0F9_IPR045860_1_59-155,none,monomer,genus:Gouania,95-117
A0A8D0HFN5_IPR045860_1_20-101,Ly6,multimer,genus:Sphenodon,72-95
A0A8D3BE09_IPR045860_1_20-80,none,monomer,genus:Scophthalmus,50-72
A0A8I5YK44_IPR045860_1_41-153,none,monomer,genus:Pongo,95-117
A0A8J0R898_IPR045860_1_26-110,Ly6,multimer,genus:Xenopus,72-95
A0A8J1UG02_IPR045860_1_25-127,none,monomer,genus:Owenia,95-117
A0A8J4XXI2_IPR045860_1_64-156,none,monomer,genus:Chionoecetes,72-95
A0A8J6JS57_IPR045860_1_6-92,Ly6,monomer,genus:Eleutherodactylus,72-95
A0A8R1Z2I3_IPR045860_1_12-103,Ly6,monomer,genus:Pristionchus,72-95
A0A8S1E5R0_IPR045860_1_71-143,Quiver,monomer,genus:Cloeon,72-95
A0A8S1HVP5_IPR045860_1_655-731,none,monomer,genus:Caenorhabditis,72-95
A0A8S3QPJ0_IPR045860_1_3-61,none,monomer,genus:Mytilus,50-72
A0A8S4SKD6_IPR045860_1_25-119,mixture,monomer,class:Insecta,95-117
A0A8S9ZW77_IPR045860_1_70-150,none,monomer,genus:Meloidogyne,72-95
A0A8T1MHE1_IPR045860_1_9-106,none,monomer,class:Trematoda,95-117
A0A8T2IQC3_IPR045860_1_92-178,Ly6,multimer,genus:Hymenochirus,72-95
A0A8W8KZL2_IPR045860_1_119-196,none,multimer,genus:Magallana,72-95
A0A913WRQ7_IPR045860_1_32-121,none,monomer,genus:Exaiptasia,72-95
A0A913XL18_IPR045860_1_141-238,none,monomer,genus:Exaiptasia,95-117
A0A913ZQE8_IPR045860_1_17-97,none,monomer,genus:Patiria,72-95
A0A914CQB1_IPR045860_1_17-98,SPF,monomer,genus:Acrobeloides,72-95
A0A914TZ53_IPR045860_1_12-105,Ly6,monomer,genus:Panagrolaimus,72-95
A0A914WZJ1_IPR045860_1_846-930,none,monomer,genus:Plectus,72-95
A0A9D2Y5S9_IPR045860_1_22-109,none,monomer,genus:Nothobranchius,72-95
A0A9D4E9Z7_IPR045860_1_19-103,none,monomer,genus:Dreissena,72-95
A0A9D4LK38_IPR045860_1_194-270,none,monomer,genus:Dreissena,72-95
A0A9N9WPE6_IPR045860_2_388-472,none,multimer,genus:Chironomus,72-95
A0A9P0CSD5_IPR045860_1_25-101,none,monomer,family:Chrysomelidae,72-95
A0A9P0H6X5_IPR045860_1_2-91,none,monomer,genus:Nezara,72-95
A0A9P1ASC2_IPR045860_1_17-107,Ly6,monomer,genus:Caenorhabditis,72-95
A0A9W9ZK67_IPR045860_1_19-103,none,monomer,genus:Desmophyllum,72-95
A0AA35TY84_IPR045860_1_27-132,none,monomer,genus:Geodia,95-117
A0AA36GTW6_IPR045860_1_18-100,none,monomer,genus:Cylicocyclus,72-95
A0AA39FRU5_IPR045860_1_25-127,none,monomer,genus:Microctonus,95-117
A0AA39LJD3_IPR045860_1_58-155,none,monomer,genus:Steinernema,95-117
A0AA85JVC6_IPR045860_1_18-86,Ly6,monomer,genus:Trichobilharzia,50-72
A0AA88LDF7_IPR045860_1_44-141,none,monomer,genus:Artemia,95-117
A0AA88XMJ9_IPR045860_1_679-767,none,monomer,class:Bivalvia,72-95
A0AAD1TPA5_IPR045860_1_19-100,SPF,multimer,genus:Pelobates,72-95
A0AAD4MYS0_IPR045860_1_5-68,mixture,monomer,order:Rhabditida,50-72
A0AAD6F7J3_IPR045860_1_27-152,none,monomer,order:Perciformes,117-140
A0AAD7WFY6_IPR045860_2_17-102,none,multimer,class:Actinopteri,72-95
A0AAD8BC96_IPR045860_1_2-98,Ly6,monomer,genus:Biomphalaria,95-117
A0AAD8ZN41_IPR045860_1_1-79,none,monomer,genus:Electrophorus,72-95
A0AAD9MZU4_IPR045860_1_5-82,none,monomer,genus:Paralvinella,72-95
A0AAD9R5M5_IPR045860_1_19-116,none,monomer,genus:Acropora,95-117
A0AAE0V8P4_IPR045860_1_21-140,none,monomer,class:Actinopteri,117-140
A0AAE1E257_IPR045860_1_52-119,Ly6,monomer,genus:Elysia,50-72
A0AAE2D6R5_IPR045860_1_25-97,none,monomer,genus:Schistosoma,72-95
A0AAJ6YUG5_IPR045860_1_42-136,none,monomer,genus:Ceratosolen,72-95
A0AAJ7UI86_IPR045860_1_19-105,Ly6,monomer,genus:Petromyzon,72-95
A0AAN5CTK5_IPR045860_1_18-97,none,monomer,genus:Pristionchus,72-95
A0AAN8AXA4_IPR045860_1_15-70,none,monomer,genus:Eleginops,50-72
A0AAQ4DLC8_IPR045860_1_1-53,none,monomer,family:Ixodidae,50-72
A0AAU7YD65_IPR045860_1_24-99,none,monomer,genus:Nidirana,72-95
A0AAU9U1W9_IPR045860_1_158-236,none,monomer,genus:Euphydryas,72-95
A0AAU9WM36_IPR045860_1_4-91,none,monomer,family:Pocilloporidae,72-95
A0AAV4A2K5_IPR045860_1_51-118,none,monomer,genus:Plakobranchus,50-72
A0AAV4RB90_IPR045860_1_14-112,none,monomer,order:Araneae,95-117
A0AAV5SJA6_IPR045860_1_15-103,none,monomer,genus:Pristionchus,72-95
A0AAV5UNV8_IPR045860_1_18-102,none,monomer,genus:Pristionchus,72-95
A0AAV6Z2I9_IPR045860_2_112-188,SPF,multimer,genus:Engystomops,72-95
A0AAV6ZM71_IPR045860_1_20-104,SPF,multimer,genus:Engystomops,72-95
A0AAV7PZH3_IPR045860_1_109-196,SPF,monomer,genus:Pleurodeles,72-95
A0AAV8VMV0_IPR045860_1_21-103,none,monomer,genus:Exocentrus,72-95
A0AAV9S6Y9_IPR045860_1_70-128,Ly6,multimer,genus:Crenichthys,50-72
A0AAW0MZS0_IPR045860_1_6-59,Ly6,monomer,genus:Mugilogobius,50-72
A0AAW0Y4Z4_IPR045860_1_41-148,none,monomer,genus:Cherax,95-117
A0AAW1MHZ8_IPR045860_1_59-144,none,monomer,genus:Popillia,72-95
A0AAW1USZ5_IPR045860_1_20-108,none,monomer,genus:Henosepilachna,72-95
A0AAY3ZU95_IPR045860_1_25-113,none,monomer,order:Clupeiformes,72-95
A0ABD0LTQ7_IPR045860_3_268-362,none,multimer,genus:Batillaria,95-117
A0ABD0W0F8_IPR045860_2_35-119,none,multimer,genus:Umbra,72-95
A0ABD2NB17_IPR045860_1_20-103,none,monomer,genus:Cryptolaemus,72-95
A0ABD3TG63_IPR045860_1_31-130,none,monomer,family:Unionidae,95-117
A0ABD6EKP5_IPR045860_1_10-81,none,monomer,genus:Gnathostoma,50-72
A7SMG5_IPR045860_1_18-104,none,monomer,genus:Nematostella,72-95
C0KTQ3_IPR045860_1_22-114,mixture,monomer,genus:Pocillopora,72-95
H2YH32_IPR045860_1_18-115,none,monomer,genus:Ciona,95-117
Q0GAC8_IPR045860_1_20-85,none,monomer,genus:Plethodon,50-72
Q0GAK5_IPR045860_1_20-81,none,monomer,genus:Plethodon,50-72
Q0GAN9_IPR045860_1_20-84,none,monomer,genus:Plethodon,50-72
R7U5R8_IPR045860_1_31-113,none,monomer,genus:Capitella,72-95
T1IL06_IPR045860_1_34-128,none,monomer,genus:Strigamia,72-95
V4CHL8_IPR045860_1_48-151,none,monomer,class:Gastropoda,95-117
W5M777_IPR045860_1_18-106,Ly6,monomer,class:Actinopteri,72-95
W5U5S1_IPR045860_1_20-95,none,monomer,order:Siluriformes,72-95
W8PW57_IPR045860_1_11-85,PMF,monomer,genus:Plethodon,72-95
Centipede3FTx_0028_60158,manually_annotated,monomer,class:Chilopoda,95-117
Centipede3FTx_0060_1255758,manually_annotated,monomer,class:Chilopoda,117-140
Centipede3FTx_0092_984703,manually_annotated,monomer,class:Chilopoda,95-117
Centipede3FTx_0124_60158,mixture,monomer,class:Chilopoda,95-117
A0A1S3FXP1_IPR042339_1_23-126,Ly6,monomer,genus:Dipodomys,95-117
F5CPD3_IPR045860_1_14-84,3FTx,monomer,genus:Micrurus,50-72
F8J2G6_IPR045860_1_22-78,mixture,monomer,family:Elapidae,50-72
P01405_IPR003571_1_1-59,none,monomer,genus:Dendroaspis,50-72
A0A286XHH1_IPR039237_1_3-56,mixture,monomer,class:Mammalia,50-72
A0A087WQ65_IPR045860_1_41-113,Ly6,monomer,genus:Mus,72-95
A0A0L7KYE0_IPR045860_1_21-93,none,monomer,genus:Operophtera,72-95
A0A2D0SKH5_IPR045860_2_57-139,none,multimer,genus:Ictalurus,72-95
A0A3B3RIH9_IPR016054_2_56-141,Ly6,multimer,genus:Paramormyrops,72-95
A0A3B4T6C0_IPR045860_1_82-161,mixture,multimer,genus:Seriola,72-95
A0A3Q3B0M9_IPR045860_2_108-183,Ly6,multimer,genus:Kryptolebias,72-95
A0A498MKX1_IPR016054_9_173-244,Ly6,multimer,genus:Labeo,50-72
A0A4U5MQN2_IPR045860_1_18-115,none,monomer,genus:Steinernema,95-117
A0A4W6CT64_IPR016054_1_17-112,Ly6,multimer,class:Actinopteri,72-95
A0A553QXQ1_IPR045860_1_69-153,none,monomer,genus:Danionella,72-95
A0A671LWA6_IPR045860_1_81-158,none,monomer,genus:Sinocyclocheilus,72-95
A0A672HXX6_IPR045860_1_49-122,none,monomer,genus:Salarias,72-95
A0A674J2S9_IPR016054_1_57-145,Ly6,monomer,order:Testudines,72-95
A0A6F9AAQ0_IPR016054_1_21-109,Ly6,monomer,genus:Coregonus,72-95
A0A6I8Q7E6_IPR045860_1_1-59,none,monomer,genus:Xenopus,50-72
A0A6P6N1J6_IPR045860_2_100-180,mixture,multimer,family:Cyprinidae,72-95
A0A6P7JZZ0_IPR016054_2_18-107,Ly6,multimer,genus:Parambassis,72-95
A0A6P8PMQ1_IPR016054_1_21-105,Ly6,monomer,order:Gymnophiona,72-95
A0A7F8KIW9_IPR045860_1_13-63,mixture,mixture,class:Mammalia,50-72
A0A7J8BB12_IPR045860_1_6-80,none,monomer,genus:Molossus,72-95
A0A7L0EH24_IPR045860_1_1-82,mixture,monomer,class:Aves,72-95
A0A8B8S0G9_IPR045860_1_15-96,none,monomer,family:Camelidae,72-95
A0A8C2A2H1_IPR045860_1_44-107,none,monomer,genus:Cyprinus,50-72
A0A8C5MWT2_IPR045860_1_21-101,none,monomer,order:Anura,72-95
A0A8C8RF92_IPR035076_1_12-82,none,monomer,genus:Pelusios,50-72
A0A8C9CVH1_IPR045860_1_36-89,none,monomer,family:Felidae,50-72
A0A8D2Q7T7_IPR016054_1_13-102,Ly6,monomer,genus:Varanus,72-95
A0A8J1LWQ5_IPR045860_1_14-82,mixture,monomer,genus:Xenopus,50-72
A0A8S3SNZ3_IPR045860_4_476-558,none,multimer,genus:Mytilus,72-95
A0A8T2LIM1_IPR016054_2_111-193,mostly_Ly6,mixture,genus:Astyanax,72-95
A0A974CQT3_IPR045860_1_7-57,none,monomer,genus:Xenopus,50-72
A0A9F5IQ72_IPR016054_1_21-107,Ly6,monomer,genus:Python,72-95
A0A9Q0Y0G3_IPR045860_1_11-69,none,monomer,genus:Phrynocephalus,50-72
A0AA35PDT8_IPR045860_3_11-99,Ly6,multimer,genus:Podarcis,72-95
A0AA88P1C8_IPR016054_2_18-106,Ly6,multimer,genus:Cirrhinus,72-95
A0AA88TDA1_IPR016054_2_20-105,none,multimer,genus:Cirrhinus,72-95
A0AAD1S4B2_IPR045860_1_1-82,none,monomer,genus:Pelobates,72-95
A0AAV2MDG4_IPR016054_3_267-354,Ly6,multimer,genus:Knipowitschia,72-95
A0AAV6FGZ4_IPR045860_2_111-186,SPF,multimer,genus:Alosa,72-95
A0AAV6ZDW4_IPR045860_1_1-58,none,monomer,genus:Engystomops,50-72
A0AAW1BLE1_IPR045860_1_13-85,none,monomer,genus:Crotalus,72-95
A0AAW1Z3J1_IPR045860_2_19-132,none,multimer,genus:Culter,95-117
H0XND0_IPR016054_1_42-130,Ly6,monomer,genus:Otolemur,72-95
R7V544_IPR045860_1_19-117,none,monomer,genus:Capitella,95-117
V8NB38_IPR045860_1_64-117,none,monomer,family:Elapidae,50-72
N0E6I9_IPR038773_1_9-60,none,monomer,genus:Homo,50-72
A0A099ZT30_IPR045860_2_2-87,none,multimer,family:Tinamidae,72-95
A0A0A0QUW4_IPR016054_1_1-63,Ly6,multimer,genus:Lissotriton,50-72
A0A0B8RWU6_IPR045860_1_115-196,none,multimer,genus:Philothamnus,72-95
A0A0E3KK06_IPR045860_2_114-196,Ly6,multimer,genus:Notophthalmus,72-95
A0A140IHE9_IPR045860_1_115-197,Ly6,multimer,genus:Cynops,72-95
A0A1S3W9A5_IPR016054_1_26-107,none,monomer,genus:Erinaceus,72-95
A0A1U7S4F7_IPR045860_2_114-198,none,multimer,genus:Alligator,72-95
A0A210QTG2_IPR016054_2_222-325,none,multimer,genus:Mizuhopecten,95-117
A0A2B4S002_IPR045860_1_20-107,Ly6,mixture,family:Pocilloporidae,72-95
A0A2Y9QDQ1_IPR026524_1_19-140,Ly6,monomer,genus:Trichechus,117-140
A0A3M6UGE3_IPR045860_1_299-379,none,multimer,family:Pocilloporidae,72-95
A0A3Q0C920_IPR016054_1_19-96,Ly6,monomer,genus:Mesocricetus,72-95
A0A3Q0FVW9_IPR045860_1_113-196,none,multimer,genus:Alligator,72-95
A0A3Q1MEM7_IPR016054_1_24-123,Ly6,monomer,genus:Bos,95-117
A0A3Q2P7U6_IPR045860_1_17-100,Ly6,monomer,genus:Fundulus,72-95
A0A401RPI0_IPR016054_1_4-88,none,monomer,order:Orectolobiformes,72-95
A0A452GG90_IPR045860_2_148-217,Ly6,multimer,genus:Gopherus,50-72
A0A484CNX4_IPR045860_1_17-101,Ly6,mixture,genus:Perca,72-95
A0A504Z1D6_IPR045860_1_21-95,Ly6,monomer,genus:Fasciola,72-95
A0A5F5PF29_IPR051445_1_1-137,Ly6,monomer,genus:Equus,117-140
A0A672IPM1_IPR016054_4_124-216,Ly6,multimer,genus:Salarias,72-95
A0A673HZD0_IPR045860_1_19-103,Ly6,monomer,class:Actinopteri,72-95
A0A6I9M643_IPR016054_7_699-770,Ly6,multimer,order:Rodentia,72-95
A0A6J1UYX5_IPR016054_1_38-120,Ly6,monomer,genus:Notechis,72-95
A0A6P7MS98_IPR016054_1_22-105,none,monomer,genus:Betta,72-95
A0A6P7YSJ0_IPR016054_1_136-229,Ly6,multimer,order:Gymnophiona,72-95
